    5.0000 ,        0
    5.0000 ,   2.0000
    5.0000  ,  4.0000
    5.0000  ,  6.0000
    5.0000  ,  8.0000
    5.0000  , 10.0000
    5.0000 ,  12.0000
    5.0000 ,  14.0000
    5.0000 ,  16.0000
    5.0000 ,  18.0000
    6.0000  , 19.5000
    7.0000 ,  20.0000
    8.0000  , 20.2913
    9.0000  , 20.4495
   10.0000  , 20.5000
   11.0000 ,  20.4495
   12.0000 ,  20.2913
   13.0000 ,  20.0000
   14.0000 ,  19.5000
   15.0000  , 18.0000
   15.0000  , 16.0000
   15.0000  , 14.0000
   15.0000 ,  12.0000
   15.0000 ,  10.0000
   15.0000 ,   8.0000
   15.0000 ,   6.0000
   15.0000  ,  4.0000
   15.0000 ,   2.0000
   15.0000 ,        0
   16.0000 ,  -1.5000
   17.0000  , -2.0000
   18.0000 ,  -2.2913
   19.0000 ,  -2.4495
   20.0000 ,  -2.5000
   21.0000  , -2.4495
   22.0000  , -2.2913
   23.0000 ,  -2.0000
   24.0000 ,  -1.5000
   25.0000  ,       0
   25.0000  ,  2.0000
   25.0000 ,   4.0000
   25.0000 ,   6.0000
   25.0000 ,   8.0000
   25.0000 ,  10.0000
   25.0000 ,  12.0000
   25.0000 ,  14.0000
   25.0000 ,  16.0000
   25.0000 ,  18.0000
