130625.000,A,5700.9458,N,00959.0906,E,0.02, 1487943503.34
130626.000,A,5700.9458,N,00959.0906,E,0.01, 1487943504.33
130627.000,A,5700.9458,N,00959.0906,E,0.00, 1487943505.33
130627.000,A,5700.9458,N,00959.0906,E,0.00, 1487943505.33
130629.000,A,5700.9458,N,00959.0906,E,0.02, 1487943507.33
130629.000,A,5700.9458,N,00959.0906,E,0.02, 1487943507.33
130630.000,A,5700.9458,N,00959.0906,E,0.01, 1487943508.34
130630.000,A,5700.9458,N,00959.0906,E,0.01, 1487943508.34
130631.000,A,5700.9458,N,00959.0906,E,0.01, 1487943509.35
130631.000,A,5700.9458,N,00959.0906,E,0.01, 1487943509.35
130632.000,A,5700.9458,N,00959.0906,E,0.04, 1487943510.34
130632.000,A,5700.9458,N,00959.0906,E,0.04, 1487943510.34
130633.000,A,5700.9458,N,00959.0906,E,0.01, 1487943511.34
130633.000,A,5700.9458,N,00959.0906,E,0.01, 1487943511.34
130634.000,A,5700.9458,N,00959.0906,E,0.02, 1487943512.35
130635.000,A,5700.9458,N,00959.0906,E,0.02, 1487943513.33
130635.000,A,5700.9458,N,00959.0906,E,0.02, 1487943513.33
130636.000,A,5700.9458,N,00959.0906,E,0.02, 1487943514.33
130636.000,A,5700.9458,N,00959.0906,E,0.02, 1487943514.34
130637.000,A,5700.9458,N,00959.0906,E,0.03, 1487943515.34
130637.000,A,5700.9458,N,00959.0906,E,0.03, 1487943515.34
130638.000,A,5700.9458,N,00959.0906,E,0.03, 1487943516.33
130638.000,A,5700.9458,N,00959.0906,E,0.03, 1487943516.33
130639.000,A,5700.9458,N,00959.0906,E,0.02, 1487943517.33
130640.000,A,5700.9458,N,00959.0906,E,0.01, 1487943518.34
130641.000,A,5700.9458,N,00959.0906,E,0.03, 1487943519.33
130642.000,A,5700.9458,N,00959.0906,E,0.02, 1487943520.33
130643.000,A,5700.9458,N,00959.0906,E,0.01, 1487943521.36
130644.000,A,5700.9458,N,00959.0906,E,0.02, 1487943522.37
130645.000,A,5700.9458,N,00959.0906,E,0.02, 1487943523.34
130646.000,A,5700.9458,N,00959.0910,E,0.03, 1487943524.33
130646.000,A,5700.9458,N,00959.0910,E,0.03, 1487943524.33
130647.000,A,5700.9458,N,00959.0912,E,0.03, 1487943525.34
130647.000,A,5700.9458,N,00959.0912,E,0.03, 1487943525.34
130648.000,A,5700.9458,N,00959.0912,E,0.01, 1487943526.36
130648.000,A,5700.9458,N,00959.0912,E,0.01, 1487943526.36
130649.000,A,5700.9458,N,00959.0910,E,0.01, 1487943527.34
130649.000,A,5700.9458,N,00959.0910,E,0.01, 1487943527.34
130650.000,A,5700.9458,N,00959.0910,E,0.01, 1487943528.33
130650.000,A,5700.9458,N,00959.0910,E,0.01, 1487943528.33
130652.000,A,5700.9458,N,00959.0910,E,0.02, 1487943530.34
130652.000,A,5700.9458,N,00959.0910,E,0.02, 1487943530.34
130653.000,A,5700.9458,N,00959.0912,E,0.02, 1487943531.32
130653.000,A,5700.9458,N,00959.0912,E,0.02, 1487943531.32
130654.000,A,5700.9458,N,00959.0913,E,0.02, 1487943532.33
130654.000,A,5700.9458,N,00959.0913,E,0.02, 1487943532.33
130655.000,A,5700.9459,N,00959.0917,E,0.02, 1487943533.32
130656.000,A,5700.9459,N,00959.0920,E,0.02, 1487943534.32
130657.000,A,5700.9460,N,00959.0923,E,0.02, 1487943535.33
130658.000,A,5700.9460,N,00959.0923,E,0.00, 1487943536.32
130659.000,A,5700.9460,N,00959.0923,E,0.01, 1487943537.33
130700.000,A,5700.9460,N,00959.0923,E,0.03, 1487943538.33
130701.000,A,5700.9460,N,00959.0923,E,0.03, 1487943539.33
130701.000,A,5700.9460,N,00959.0923,E,0.03, 1487943539.33
130702.000,A,5700.9460,N,00959.0923,E,0.02, 1487943540.31
130702.000,A,5700.9460,N,00959.0923,E,0.02, 1487943540.32
130704.000,A,5700.9457,N,00959.0926,E,0.03, 1487943542.33
130704.000,A,5700.9457,N,00959.0926,E,0.03, 1487943542.33
130705.000,A,5700.9456,N,00959.0927,E,0.02, 1487943543.31
130705.000,A,5700.9456,N,00959.0927,E,0.02, 1487943543.31
130706.000,A,5700.9456,N,00959.0928,E,0.02, 1487943544.32
130706.000,A,5700.9456,N,00959.0928,E,0.02, 1487943544.32
130707.000,A,5700.9457,N,00959.0928,E,0.01, 1487943545.35
130707.000,A,5700.9457,N,00959.0928,E,0.01, 1487943545.35
130709.000,A,5700.9457,N,00959.0927,E,0.01, 1487943547.37
130709.000,A,5700.9457,N,00959.0927,E,0.01, 1487943547.37
130710.000,A,5700.9457,N,00959.0927,E,0.02, 1487943548.35
130710.000,A,5700.9457,N,00959.0927,E,0.02, 1487943548.35
130711.000,A,5700.9457,N,00959.0927,E,0.01, 1487943549.36
130712.000,A,5700.9457,N,00959.0927,E,0.01, 1487943550.35
130712.000,A,5700.9457,N,00959.0927,E,0.01, 1487943550.35
130713.000,A,5700.9458,N,00959.0928,E,0.01, 1487943551.36
130713.000,A,5700.9458,N,00959.0928,E,0.01, 1487943551.36
130714.000,A,5700.9457,N,00959.0929,E,0.01, 1487943552.35
130714.000,A,5700.9457,N,00959.0929,E,0.01, 1487943552.35
130715.000,A,5700.9457,N,00959.0930,E,0.02, 1487943553.35
130715.000,A,5700.9457,N,00959.0930,E,0.02, 1487943553.35
130716.000,A,5700.9458,N,00959.0929,E,0.02, 1487943554.34
130717.000,A,5700.9458,N,00959.0932,E,0.02, 1487943555.35
130718.000,A,5700.9460,N,00959.0934,E,0.02, 1487943556.35
130719.000,A,5700.9461,N,00959.0936,E,0.03, 1487943557.35
130720.000,A,5700.9461,N,00959.0936,E,0.01, 1487943558.36
130721.000,A,5700.9461,N,00959.0936,E,0.02, 1487943559.34
130721.000,A,5700.9461,N,00959.0936,E,0.02, 1487943559.34
130722.000,A,5700.9461,N,00959.0936,E,0.03, 1487943560.34
130722.000,A,5700.9461,N,00959.0936,E,0.03, 1487943560.34
130723.000,A,5700.9461,N,00959.0936,E,0.03, 1487943561.35
130723.000,A,5700.9461,N,00959.0936,E,0.03, 1487943561.35
130724.000,A,5700.9463,N,00959.0937,E,0.03, 1487943562.32
130724.000,A,5700.9463,N,00959.0937,E,0.03, 1487943562.32
130725.000,A,5700.9463,N,00959.0938,E,0.02, 1487943563.35
130725.000,A,5700.9463,N,00959.0938,E,0.02, 1487943563.35
130726.000,A,5700.9462,N,00959.0940,E,0.02, 1487943564.34
130726.000,A,5700.9462,N,00959.0940,E,0.02, 1487943564.34
130727.000,A,5700.9462,N,00959.0941,E,0.02, 1487943565.35
130727.000,A,5700.9462,N,00959.0941,E,0.02, 1487943565.35
130728.000,A,5700.9463,N,00959.0941,E,0.02, 1487943566.34
130728.000,A,5700.9463,N,00959.0941,E,0.02, 1487943566.34
130729.000,A,5700.9463,N,00959.0941,E,0.02, 1487943567.33
130729.000,A,5700.9463,N,00959.0941,E,0.02, 1487943567.33
130730.000,A,5700.9463,N,00959.0939,E,0.02, 1487943568.35
130730.000,A,5700.9463,N,00959.0939,E,0.02, 1487943568.36
130731.000,A,5700.9462,N,00959.0939,E,0.01, 1487943569.35
130731.000,A,5700.9462,N,00959.0939,E,0.01, 1487943569.35
