%time,field.xn,field.yn,field.xbd,field.ybd,field.xbdd,field.ybdd
1495620830455666087,6.93478734734e-05,2.70751783528e-06,0.00045941032357,0.0,0.0,0.0
1495620830507159367,9.66561776656e-05,5.12941884473e-06,0.000548309796503,0.0,0.0,0.0
1495620830558027358,0.00766836179161,0.000871291769612,0.152421734831,0.0,0.0,0.0
1495620830607322873,0.0151340449036,0.00194650511214,0.150854244967,0.0,0.0,0.0
1495620830657262603,0.0299657264737,0.00452685225828,0.301089335307,0.0,0.0,0.0
1495620830707748772,0.0445485579811,0.00756067637269,0.297901368598,0.0,0.0,0.0
1495620830757409486,0.0662458244509,0.0128246452825,0.446533645291,0.0,0.0,0.0
1495620830808241928,0.0931736773301,0.0203185506304,0.559023390583,0.0,0.0,0.0
1495620830857615176,0.119519130884,0.0287153226265,0.553023942671,0.0,0.0,0.0
1495620830909019129,0.152396355179,0.0405540356547,0.698875383307,0.0,0.0,0.0
1495620830957753399,0.191510012129,0.0562805109179,0.84313704324,0.0,0.0,0.0
1495620831007955104,0.22267862469,0.0701440673561,0.682255261949,0.0,0.0,0.0
1495620831058036822,0.259002031901,0.0878620297533,0.808286113425,0.0,0.0,0.0
1495620831107897701,0.294376016075,0.106488905871,0.799569701835,0.0,0.0,0.0
1495620831157744194,0.323148306975,0.12278473467,0.661331614216,0.0,0.0,0.0
1495620831207856642,0.357595930817,0.143700310006,0.806002501232,0.0,0.0,0.0
1495620831258118759,0.391122767389,0.165269112258,0.797310981014,0.0,0.0,0.0
1495620831306108801,0.423649618089,0.187566627822,0.788714198367,0.0,0.0,0.0
1495620831357503814,0.455256500181,0.210432070883,0.78021112065,0.0,0.0,0.0
1495620831408004510,0.486415116514,0.233979449951,0.781111626534,0.0,0.0,0.0
1495620831458464697,0.516664469323,0.258012899949,0.77269141685,0.0,0.0,0.0
1495620831507452351,0.546097337169,0.282391850538,0.764362987452,0.0,0.0,0.0
1495620831557668653,0.580480249238,0.312032541439,0.9079108325,0.0,0.0,0.0
1495620831609077984,0.608263897618,0.336943663385,0.746323016905,0.0,0.0,0.0
1495620831657987067,0.640820881281,0.367284942043,0.890067497632,0.0,0.0,0.0
1495620831708282010,0.667630153796,0.393216110845,0.745965845916,0.0,0.0,0.0
1495620831757978553,0.699034377398,0.424724097487,0.889714219807,0.0,0.0,0.0
1495620831807598899,0.729657478056,0.456326483483,0.880110241856,0.0,0.0,0.0
1495620831857731531,0.7554794904,0.483754310818,0.753408795756,0.0,0.0,0.0
1495620831907165890,0.785754150312,0.516849756543,0.897076041494,0.0,0.0,0.0
1495620831958460821,0.810192550605,0.544337140104,0.735606325121,0.0,0.0,0.0
1495620832008895726,0.838947394657,0.577606001978,0.879467617788,0.0,0.0,0.0
