%time,field.xn,field.yn,field.xbd,field.ybd,field.xbdd,field.ybdd
1493991885800570156,0.0,0.044178199023,0.0,0.654586493969,0.0,-6.03614353167e-07
1493991885850327810,0.0,0.0567556321621,0.000187396930414,0.818160831928,0.0,5.92096421315e-06
1493991885900099992,1.66921466871e-07,0.0625484585762,0.00019549933495,0.818560600281,-4.502928308e-10,-1.60096249147e-07
1493991885950225220,1.05641029222e-05,0.0647625029087,0.00032636965625,0.818658649921,-7.3476522644e-09,-7.93405074972e-09
1493991886000202386,-1.38614453249e-07,0.0656088888645,0.000404283200623,0.818683683872,9.20489373613e-09,-1.48777399289e-08
1493991886050360720,-0.000441929529188,0.0518276542425,0.00113274122123,0.491765528917,-1.0282445146e-05,-1.18296929941e-05
1493991886100087783,-0.00017147885228,0.0443255752325,0.000777314009611,0.491109341383,4.42159553415e-08,2.89781354468e-07
1493991886150419603,-0.00494273984805,0.0221506953239,-0.0639313161373,0.0660090446472,0.00249276123941,-1.53759774548e-05
1493991886200265047,-0.00516070146114,0.0117409052327,-0.0648617222905,0.065522313118,0.00251064449549,3.96477389586e-07
1493991886250342645,-0.00577976927161,0.00288877962157,-0.0648700296879,-0.0325421579182,0.00250419438817,-3.55675706487e-06
1493991886300285448,-0.00547927059233,-0.000527439289726,-0.0651969686151,-0.0326077789068,0.00251061259769,9.22412084492e-08
1493991886350901522,-0.00151240581181,0.0165304653347,-0.0332559086382,0.326767623425,0.00127935560886,1.29918271341e-05
1493991886400128033,-0.00220595486462,0.0226593613625,-0.0323242843151,0.326953887939,0.00125525461044,-3.42220971561e-07
1493991886450614271,0.000643282663077,0.0504501461983,-0.0331166535616,0.81696498394,0.00129031285178,1.77305828402e-05
1493991886500222046,-0.00137242325582,0.0601400174201,-0.0316764116287,0.817600369453,0.00125522550661,-4.63351966573e-07
1493991886551018380,0.00101654324681,0.0648401007056,0.0337090939283,0.850560843945,-0.00125598267186,1.19362675832e-06
1493991886600538015,0.00203758198768,0.0672767981887,0.0336956568062,0.850857555866,-0.0012552945409,-3.66469272706e-08
1493991886650406368,-0.00374876242131,0.0517418347299,-0.063205473125,0.458872616291,0.00247674738057,-1.41848677231e-05
1493991886700312784,-0.00469370000064,0.0426634736359,-0.0644259750843,0.458312094212,0.00251070735976,3.56815320401e-07
1493991886750391499,-0.00562288053334,0.0235961843282,-0.0309921763837,0.131518617272,0.00121927401051,-1.18323387142e-05
1493991886800219623,-0.00377770490013,0.0155638623983,-0.0322055071592,0.13095934689,0.00125540047884,2.98653958453e-07
1493991886850274801,-0.00161948835012,0.0105392327532,0.000413021625718,0.098191164434,-4.94246296512e-06,-1.19268736398e-06
1493991886900153280,-0.000616252131294,0.00893273670226,0.000203141986276,0.0980910733342,1.11363345212e-08,2.9385597955e-08
1493991886950252179,0.00105893600266,0.0187778230757,-0.000280681648292,0.294069945812,1.7627449779e-05,7.08782590664e-06
