%time,field.timestamp,field.delx,field.dely,field.longitude,field.latitude
1494579101236685967,085141.20,60.3606953861,-497.383922497,9.9776865,57.0152496083
1494579101429051490,085141.40,60.1639384547,-497.285179877,9.97768813333,57.0152478367
1494579101638844579,085141.60,59.9934651395,-497.15620471,9.97769026667,57.0152463017
1494579101852246996,085141.80,59.829840371,-497.004052055,9.97769278333,57.0152448283
1494579102046762933,085142.00,59.7082323718,-496.831742893,9.97769563333,57.0152437333
1494579102235221814,085142.20,59.6073551115,-496.642301601,9.97769876667,57.015242825
1494579102442012007,085142.40,59.5290595504,-496.439758863,9.97770211667,57.01524212
1494579102636270160,085142.60,59.4914850843,-496.221090495,9.97770573333,57.0152417817
1494579102838713990,085142.80,59.4870427825,-495.995366245,9.97770946667,57.0152417417
1494579103032378771,085143.00,59.519064372,-495.775685998,9.9777131,57.01524203
1494579103225127025,085143.20,59.5829224535,-495.561042336,9.97771665,57.015242605
1494579103438983689,085143.40,59.67861703,-495.361512249,9.97771995,57.0152434667
1494579103646770797,085143.60,59.7881937958,-495.175081417,9.97772303333,57.0152444533
1494579103829800007,085143.80,59.9349748371,-495.013840828,9.9777257,57.015245775
1494579104021399023,085144.00,60.1019313313,-494.877791503,9.97772795,57.0152472783
1494579104237218646,085144.20,60.304426236,-494.765924821,9.9777298,57.0152491017
1494579104432069123,085144.40,60.5084019068,-494.689327508,9.97773106667,57.0152509383
1494579104629830933,085144.60,60.7018271125,-494.631877104,9.97773201667,57.01525268
1494579104842709261,085144.80,60.9359734133,-494.615739905,9.97773228333,57.0152547883
1494579105033065660,085145.00,61.1575331954,-494.629834417,9.97773205,57.0152567833
1494579105226186238,085145.20,61.3783525921,-494.677183023,9.97773126667,57.0152587717
1494579105432415745,085145.40,61.5749244274,-494.758794828,9.97772991667,57.0152605417
1494579105631177403,085145.60,61.7572438799,-494.876684627,9.97772796667,57.0152621833
1494579105842953147,085145.80,61.9291979619,-495.012713614,9.97772571667,57.0152637317
1494579106037425083,085146.00,62.0463636614,-495.192076912,9.97772275,57.0152647867
1494579106226906162,085146.20,62.2246110034,-495.338182494,9.97772033333,57.0152663917
1494579106429457687,085146.40,62.7306631684,-495.540699513,9.97771698333,57.0152709483
1494579106638023875,085146.60,62.790819333,-495.745258666,9.9777136,57.01527149
1494579106836820803,085146.80,62.8074779635,-495.951835824,9.97771018333,57.01527164
1494579107048174355,085147.00,62.8069226754,-496.164460206,9.97770666667,57.015271635
1494579107231864125,085147.20,62.7624996619,-496.375071828,9.97770318333,57.015271235
1494579107428811865,085147.40,62.2434907841,-496.583696587,9.97769973333,57.0152665617
1494579107638075417,085147.60,62.1366904559,-496.774158009,9.97769658333,57.0152656
1494579107822222228,085147.80,62.0067531404,-496.939428366,9.97769385,57.01526443
1494579108031308803,085148.00,61.8583062362,-497.085553573,9.97769143333,57.0152630933
1494579108240670273,085148.20,61.6795036069,-497.212534341,9.97768933333,57.0152614833
1494579108437255327,085148.40,61.4844125369,-497.311300537,9.9776877,57.0152597267
1494579108639270611,085148.60,61.2782157152,-497.381851849,9.97768653333,57.01525787
1494579108831118960,085148.80,61.0733145642,-497.416125938,9.97768596667,57.015256025
1494579109026735875,085149.00,60.8674879346,-497.414122936,9.977686,57.0152541717
1494579109238242939,085149.20,60.663512263,-497.390958152,9.97768638333,57.015252335
1494579109427177719,085149.40,60.440286618,-497.329501979,9.9776874,57.015250325
1494579109632554534,085149.60,60.2444551661,-497.235797796,9.97768895,57.0152485617
1494579109831920948,085149.80,60.506365852,-497.107804305,9.97769106667,57.01525092
1494579110027796415,085150.00,60.3469982899,-496.963712992,9.97769345,57.015249485
1494579110225945076,085150.20,60.2116931946,-496.790396965,9.97769631667,57.0152482667
1494579110430758691,085150.40,60.1004505638,-496.602971704,9.97769941667,57.015247265
1494579110631712248,085150.60,60.0264122071,-496.395390229,9.97770285,57.0152465983
1494579110843511807,085150.80,59.9695877689,-496.179746126,9.97770641667,57.0152460867
1494579111030199793,085151.00,59.9407128098,-495.962084945,9.97771001667,57.0152458267
1494579111229449013,085151.20,59.9557055774,-495.740390335,9.97771368333,57.0152459617
1494579111427886678,085151.40,59.9977223439,-495.520709502,9.97771731667,57.01524634
1494579111631131378,085151.60,60.0695395505,-495.310096172,9.9777208,57.0152469867
1494579111835661856,085151.80,60.179301413,-495.109557558,9.97772411667,57.015247975
1494579112032423121,085152.00,60.3027603725,-494.930179799,9.97772708333,57.0152490867
1494579112221891139,085152.20,60.4521327561,-494.770954466,9.97772971667,57.0152504317
1494579112437955626,085152.40,60.1839288109,-494.651054393,9.9777317,57.0152480167
1494579112639940878,085152.60,60.3869790023,-494.55732626,9.97773325,57.015249845
1494579112831862141,085152.80,60.593175824,-494.475690327,9.9777346,57.0152517017
1494579113034583521,085153.00,60.8424999885,-494.432344362,9.97773531667,57.0152539467
1494579113245508178,085153.20,61.0166752221,-494.43636473,9.97773525,57.015255515
1494579113436146667,085153.40,61.2317566468,-494.466582811,9.97773475,57.0152574517
1494579113635341061,085153.60,61.4435063451,-494.531062839,9.97773368333,57.0152593583
1494579113833370154,085153.80,61.6348954959,-494.613682655,9.97773231667,57.0152610817
1494579114026267938,085154.00,61.8075899621,-494.738626922,9.97773025,57.0152626367
1494579114236757834,085154.20,61.9675128121,-494.887756711,9.97772778333,57.0152640767
1494579114432919650,085154.40,62.5422355519,-495.048954015,9.97772511667,57.0152692517
1494579114633518414,085154.60,62.649591169,-495.235371776,9.97772203333,57.0152702183
1494579114828482033,085154.80,62.7319588399,-495.433883411,9.97771875,57.01527096
1494579115036030563,085155.00,62.78193473,-495.640458572,9.97771533333,57.01527141
1494579115233658836,085155.20,62.797297689,-495.856105094,9.97771176667,57.0152715483
1494579115432478812,085155.40,62.7704587854,-496.070746451,9.97770821667,57.0152713067
1494579115632544756,085155.60,62.7051199357,-496.274305441,9.97770485,57.0152707183
1494579115829896878,085155.80,62.6284902366,-496.470811225,9.9777016,57.0152700283
1494579116040500824,085156.00,62.5155817437,-496.652203718,9.9776986,57.0152690117
1494579116223350892,085156.20,62.3689857977,-496.809413481,9.977696,57.0152676917
1494579116426435725,085156.40,61.849421634,-496.943468626,9.97769378333,57.0152630133
1494579116655109218,085156.60,61.6661767013,-497.052311086,9.97769198333,57.0152613633
1494579116819649345,085156.80,61.4710856335,-497.128907912,9.97769071667,57.0152596067
1494579117028424637,085157.00,61.2724777426,-497.172250902,9.97769,57.0152578183
1494579117240732362,085157.20,61.0588770854,-497.193425428,9.97768965,57.015255895
1494579117422995413,085157.40,60.8524951669,-497.181345469,9.97768985,57.0152540367
1494579117636006859,085157.60,60.6411156599,-497.127950167,9.97769073333,57.0152521333
1494579117841819204,085157.80,60.4497265098,-497.045330399,9.9776921,57.01525041
1494579118030889127,085158.00,60.6013200443,-496.954628402,9.9776936,57.015251775
1494579118229068239,085158.20,60.4408419061,-496.815575648,9.9776959,57.01525033
1494579118440682020,085158.40,60.3025752765,-496.654352182,9.97769856667,57.015249085
1494579118622249034,085158.60,60.1902220702,-496.473980879,9.97770155,57.0152480733
1494579118828438662,085158.80,60.1111861257,-496.275468993,9.97770483333,57.0152473617
1494579119040904297,085159.00,60.0580636045,-496.063855464,9.97770833333,57.0152468833
1494579119230693236,085159.20,60.0345564273,-495.846193963,9.97771193333,57.0152466717
1494579119433772482,085159.40,60.0423304542,-495.629538282,9.97771551667,57.0152467417
1494579119632352832,085159.60,60.0934169197,-495.414895401,9.97771906667,57.0152472017
1494579119834723399,085159.80,60.1678254685,-495.206297316,9.97772251667,57.0152478717
1494579120040342214,085200.00,60.2783277152,-495.01382025,9.9777257,57.0152488667
1494579120228688093,085200.20,60.408450126,-494.842503686,9.97772853333,57.0152500383
1494579120423635579,085200.40,60.2792531939,-494.667171862,9.97773143333,57.015248875
1494579120629918584,085200.60,60.4660149476,-494.545229144,9.97773345,57.0152505567
1494579120837993368,085200.80,60.6549978521,-494.435378682,9.97773526667,57.0152522583
1494579121030349812,085201.00,61.1706750035,-494.398062967,9.97773588333,57.0152569017
1494579121233400424,085201.20,61.082754456,-494.334583222,9.97773693333,57.01525611
1494579121426747986,085201.40,61.3082012498,-494.332554332,9.97773696667,57.01525814
1494579121636160370,085201.60,61.5325374688,-494.360756463,9.9777365,57.01526016
1494579121835413152,085201.80,61.7350323735,-494.429267839,9.97773536667,57.0152619833
1494579122036576652,085202.00,61.9414142913,-494.516925249,9.97773391667,57.0152638417
1494579122235069631,085202.20,62.1313226753,-494.636829991,9.97773193333,57.0152655517
1494579122432889968,085202.40,62.2749570855,-494.761775991,9.97772986667,57.015266845
1494579122634649144,085202.60,62.6925334149,-494.91895192,9.97772726667,57.015270605
1494579122837495470,085202.80,62.7915597164,-495.0318082,9.9777254,57.0152714967
1494579123042123726,085203.00,62.8670788399,-495.144665886,9.97772353333,57.0152721767
1494579123256348873,085203.20,62.9379705663,-495.249462261,9.9777218,57.015272815
1494579123435586610,085203.40,62.9940546211,-495.345190238,9.97772021667,57.01527332
1494579123641877368,085203.60,63.0362564843,-495.429834365,9.97771881667,57.0152737
1494579123833251285,085203.80,63.073460757,-495.496340221,9.97771771667,57.015274035
1494579124037956506,085204.00,62.8295043738,-495.510462633,9.97771748333,57.0152718383
1494579124234189491,085204.20,62.8517158809,-495.54673844,9.97771688333,57.0152720383
1494579124432996685,085204.40,63.1312106753,-495.60113738,9.97771598333,57.015274555
1494579124627820343,085204.60,63.1519414156,-495.602143834,9.97771596667,57.0152747417
1494579124832770148,085204.80,63.165453415,-495.589042945,9.97771618333,57.0152748633
1494579125022594148,085205.00,63.1800759906,-495.574934292,9.97771641667,57.015274995
1494579125234082634,085205.20,63.189515881,-495.552764363,9.97771678333,57.01527508
1494579125441333290,085205.40,63.1924774153,-495.522533237,9.97771728333,57.0152751067
1494579125634621278,085205.60,63.1978451959,-495.49028657,9.97771781667,57.015275155
1494579125831815977,085205.80,63.2046937439,-495.453001323,9.97771843333,57.0152752167
1494579126035940817,085206.00,63.2117273881,-495.414708366,9.97771906667,57.01527528
1494579126237051517,085206.20,63.2132081549,-495.378431139,9.97771966667,57.0152752933
1494579126431005441,085206.40,63.2063596068,-495.339131316,9.97772031667,57.0152752317
1494579126641126853,085206.60,63.19858558,-495.29378536,9.97772106667,57.0152751617
1494579126827288655,085206.80,63.1939581821,-495.245416119,9.97772186667,57.01527512
1494579127051523385,085207.00,63.1893307849,-495.185962198,9.97772285,57.0152750783
1494579127230139185,085207.20,63.1772995523,-495.128524117,9.9777238,57.01527497
1494579127438208033,085207.40,63.1534221824,-495.060002064,9.97772493333,57.015274755
1494579127635270662,085207.60,63.1295448124,-494.989464615,9.9777261,57.01527454
1494579127834095037,085207.80,63.1088140722,-494.905826898,9.97772748333,57.0152743533
1494579128031667368,085208.00,63.0867876611,-494.819166165,9.97772891667,57.015274155
1494579128238306704,085208.20,63.0617997164,-494.729482513,9.9777304,57.01527393
1494579128436389016,085208.40,63.0232997709,-494.632745781,9.977732,57.0152735833
1494579128626347181,085208.60,63.0120089217,-494.533992023,9.97773363333,57.0152734817
1494579128866087793,085208.80,62.9853551141,-494.434231486,9.97773528333,57.0152732417
1494579129022839640,085209.00,62.9557397716,-494.338501919,9.97773686667,57.015272975
1494579129229110493,085209.20,62.7256655785,-494.178291652,9.97773951667,57.0152709033
1494579129435164210,085209.40,62.6997521551,-494.095661938,9.97774088333,57.01527067
1494579129631064052,085209.60,62.877074017,-494.066428079,9.97774136667,57.0152722667
1494579129829542294,085209.80,62.8568985655,-493.968682548,9.97774298333,57.015272085
1494579130033731039,085210.00,62.834501963,-493.872952546,9.97774456667,57.0152718833
1494579130221762142,085210.20,62.8243216886,-493.781252607,9.97774608333,57.0152717917
1494579130433305175,085210.40,62.7954467308,-493.69257688,9.97774755,57.0152715317
