%time,field.roll,field.pitch,field.yaw,field.rolld,field.pitchd,field.yawd,field.rolldd,field.pitchdd,field.yawdd
1495100716294607033,0.00604213037586,0.022239308524,2.19831748245,-0.0141683889752,0.0819908471873,0.0887966683063,0.0236970150419,-0.528456720475,-0.021088957998
1495100716346303625,0.00532349319642,0.0229627615895,2.19899475351,-0.0261371579272,0.090626634908,0.0977427860186,0.0437151059048,-0.58411708031,-0.0232136356946
1495100716399601323,0.0145961987794,0.0187903592828,2.17104460101,-0.0408663561482,0.0755219206819,0.0839001733167,0.0683500896288,-0.486762460649,-0.0199260542636
1495100716448508169,0.0143099661092,0.0182871668985,2.17075960407,-0.0456337289196,0.0695154493441,0.0787575549803,0.0763236499587,-0.448048869392,-0.0187046969294
1495100716495847990,0.0195627683317,0.0230365914727,2.19864944402,-0.0735728929719,0.0939587090484,0.102061770495,0.123052660008,-0.605593343003,-0.0242393823126
1495100716546809147,0.0190205199538,0.0238512511279,2.19911546505,-0.0826041184226,0.103683135106,0.110741491263,0.13815762965,-0.668270318291,-0.0263007914873
1495100716594619769,0.0145149195352,0.0211130827457,2.28712524605,-0.0394471882249,0.112424436445,0.101757366216,0.0659764927658,-0.724610746483,-0.0241670871561
1495100716647644455,0.0153523137167,0.0214052318686,2.28701659704,-0.0255003365336,0.115911880897,0.0982979650717,0.042650004843,-0.74708841955,-0.0233454891521
1495100716695969943,0.014800548769,0.0250479939195,2.2731826537,-0.0391168300331,0.118283378068,0.109318161124,0.0654239597252,-0.762373462466,-0.0259627545981
1495100716747107664,0.0145364527884,0.0251264489709,2.27338359864,-0.0435153265921,0.11921979395,0.113453648537,0.07278056458,-0.76840895646,-0.0269449211817
1495100716794698142,0.0151009798083,0.0214072746929,2.29734883324,-0.034580795373,0.111781097801,0.104841881324,0.0578373186639,-0.720464227185,-0.0248996507846
1495100716846667109,0.0152742563104,0.0211597704058,2.2972012623,-0.0316948935916,0.108826751129,0.101595108747,0.0530105696212,-0.701422536469,-0.0241285514653
1495100716895936090,0.0173733624892,0.0242578741913,2.27907675279,-0.0597538162283,0.102293090518,0.113762005729,0.0999398791527,-0.659311045035,-0.0270181551442
1495100716948264247,0.0168289688392,0.0240393153073,2.27929655705,-0.068820709911,0.0996840795976,0.118331078174,0.115104504881,-0.642495151531,-0.0281032969487
1495100716994659460,0.0185441444909,0.020275738972,2.31132833636,-0.032399868942,0.0959549958626,0.116859227844,0.0541896600252,-0.618460037508,-0.0277537366513
1495100717044581315,0.0143651284616,0.0170313329789,2.32348366917,-0.0439378473862,0.102030558097,0.117894379547,0.0734872420739,-0.657618941259,-0.0279995822578
1495100717095724344,0.0141415551204,0.0172346345926,2.3235122183,-0.0476613707499,0.104457447645,0.118267408221,0.0797149359432,-0.67326100541,-0.0280881755148
