%time,field.supply,field.xgyro,field.ygyro,field.zgyro,field.xaccl,field.yaccl,field.zaccl,field.xmagn,field.ymagn,field.zmagn,field.temp,field.adc
1495100178251026270,4.43219423294,-0.0933751165867,-0.244346097112,0.0078539820388,-0.0981018021703,0.0981018021703,-9.77747917175,0.089500002563,-0.23749999702,-0.479499995708,23.6599998474,0.0
1495100178273434216,4.44912004471,-0.119555056095,-0.179768919945,0.0183259565383,-0.0981018021703,0.163503006101,-9.61397647858,0.0890000015497,-0.231000006199,-0.480500012636,23.6599998474,0.0
1495100178326436070,4.44912004471,-0.119555056095,-0.179768919945,0.0183259565383,-0.0981018021703,0.163503006101,-9.61397647858,0.0890000015497,-0.231000006199,-0.480500012636,23.6599998474,0.0
1495100178372989197,4.43461179733,-0.0628318563104,-0.253945410252,0.00523598771542,-0.13080239296,0.22890420258,-9.51587486267,0.0879999995232,-0.22499999404,-0.481000006199,23.6599998474,0.0
1495100178471182688,4.46362781525,0.0314159281552,-0.123045712709,0.0479965545237,-0.13080239296,0.22890420258,-9.54857540131,0.0869999974966,-0.224500000477,-0.481499999762,23.6599998474,0.0
1495100178578863001,4.42735815048,0.0776671543717,-0.195476874709,0.0104719754308,-0.0981018021703,0.196203604341,-9.67937755585,0.0864999964833,-0.228499993682,-0.480500012636,23.7999992371,0.0
1495100178670613357,4.43461179733,0.0741764903069,-0.219038814306,0.0253072734922,-0.261604785919,0.13080239296,-9.77747917175,0.0939999967813,-0.228000000119,-0.482499986887,23.7999992371,0.0
1495100178778800159,4.41043186188,-0.106465086341,-0.303687304258,-0.0401425734162,-0.654012024403,0.22890420258,-9.77747917175,0.0949999988079,-0.236499994993,-0.479999989271,23.7999992371,0.0
1495100178872750097,4.41284990311,-0.274016678333,-0.320267915726,-0.134390354156,-1.56962883472,0.588610827923,-9.67937755585,0.0954999998212,-0.236000001431,-0.476000010967,23.7999992371,0.0
1495100178975056680,4.35481786728,-0.422369688749,-0.311541259289,-0.281870663166,-1.56962883472,0.981018006802,-9.54857540131,0.097000002861,-0.22499999404,-0.47650000453,23.6599998474,0.0
1495100179074827468,4.38141584396,-0.27750736475,-0.294960647821,-0.409279704094,-1.73313176632,1.27532339096,-9.41777324677,0.101000003517,-0.211500003934,-0.478500008583,23.6599998474,0.0
1495100179177432415,4.35481786728,-0.102101758122,-0.261799395084,-0.498291492462,-1.24262285233,1.37342524529,-9.28697013855,0.105999998748,-0.207000002265,-0.477499991655,23.6599998474,0.0
1495100179275421340,4.38383388519,0.0602138601243,-0.185877561569,-0.604756593704,-0.882916212082,1.20992219448,-9.28697013855,0.115500003099,-0.206499993801,-0.476000010967,23.6599998474,0.0
1495100179290000780,4.38383388519,0.0602138601243,-0.185877561569,-0.604756593704,-0.882916212082,1.20992219448,-9.28697013855,0.115500003099,-0.206499993801,-0.476000010967,23.6599998474,0.0
1495100179364762032,4.38383388519,0.0602138601243,-0.185877561569,-0.604756593704,-0.882916212082,1.20992219448,-9.28697013855,0.115500003099,-0.206499993801,-0.476000010967,23.6599998474,0.0
1495100179376004805,4.35965394974,0.042760565877,-0.156206965446,-0.678933084011,-0.752113819122,1.01371860504,-9.48317432404,0.12800000608,-0.209000006318,-0.472999989986,23.6599998474,0.0
1495100179475160430,4.37899780273,-0.0619591884315,-0.141371667385,-0.785398185253,0.22890420258,0.850215613842,-9.71207809448,0.139500007033,-0.203500002623,-0.474500000477,23.7999992371,0.0
1495100179574623845,4.35723590851,-0.132645025849,-0.189368218184,-0.808087468147,1.11182045937,0.784814417362,-9.67937755585,0.150499999523,-0.192000001669,-0.479000002146,23.7999992371,0.0
1495100179675845865,4.38625192642,-0.163188278675,-0.230383455753,-0.84299403429,0.981018006802,0.686712622643,-9.77747917175,0.159999996424,-0.180000007153,-0.478500008583,23.6599998474,0.0
1495100179780316413,4.3644900322,-0.20769418776,-0.328994572163,-0.808960080147,0.13080239296,1.01371860504,-9.71207809448,0.162000000477,-0.164499998093,-0.479000002146,23.6599998474,0.0
1495100179876788876,4.39350605011,-0.121300384402,-0.332485228777,-0.856956660748,-0.261604785919,0.915616810322,-9.61397647858,0.162000000477,-0.152999997139,-0.478500008583,23.6599998474,0.0
1495100179985204407,4.36690807343,-0.376118451357,-0.233874112368,-0.849975347519,-0.22890420258,1.01371860504,-9.71207809448,0.16400000453,-0.136000007391,-0.476999998093,23.7999992371,0.0
1495100180077691727,4.39108800888,-0.308050602674,-0.202458187938,-0.869173943996,-0.22890420258,1.50422763824,-9.54857540131,0.168500006199,-0.111000001431,-0.47499999404,23.6599998474,0.0
1495100180184550359,4.35239982605,0.0488692186773,-0.215548157692,-0.784525513649,0.0654011964798,1.50422763824,-9.28697013855,0.168500006199,-0.0960000008345,-0.47650000453,23.7999992371,0.0
1495100180276969447,4.35239982605,0.0488692186773,-0.215548157692,-0.784525513649,0.0654011964798,1.50422763824,-9.28697013855,0.168500006199,-0.0960000008345,-0.47650000453,23.7999992371,0.0
1495100180284111693,4.36690807343,0.238237440586,-0.236492112279,-0.795870125294,-0.621311426163,1.01371860504,-9.35237121582,0.169499993324,-0.0984999984503,-0.476000010967,23.6599998474,0.0
