%time,field.speed,field.yaw
1495789768533091996,0.40000000596,0.641702473164
1495789769032378743,0.40000000596,0.56407982111
1495789769532737274,0.40000000596,0.639287769794
1495789770031181313,0.40000000596,0.593717396259
1495789770534555312,0.40000000596,0.562314808369
1495789771032290325,0.40000000596,-1.89134812355
1495789771532367881,0.40000000596,-2.42920970917
1495789772031043098,0.40000000596,-2.26810765266
1495789772531643069,0.40000000596,-1.54160273075
1495789773033313218,0.40000000596,0.560630619526
1495789773531341775,0.40000000596,0.677848875523
1495789774031292641,0.40000000596,0.70361572504
1495789774531437945,0.40000000596,-5.5454993248
1495789775031190324,0.40000000596,-5.50744152069
1495789775532275763,0.40000000596,-5.53710365295
1495789776032370640,0.40000000596,-5.50100660324
1495789776531244346,0.40000000596,-5.51349449158
1495789777031264844,0.40000000596,-5.36682891846
1495789777533216942,0.40000000596,-5.44697761536
1495789778031567048,0.40000000596,-5.19863557816
1495789778531312022,0.40000000596,-5.56302118301
1495789779031581155,0.40000000596,-5.2952466011
1495789779532076086,0.40000000596,-5.48336410522
1495789780031984909,0.40000000596,-4.94952249527
1495789780531512326,0.40000000596,-5.41139745712
1495789781032427353,0.40000000596,-4.84166097641
1495789781532079789,0.40000000596,-5.50413751602
1495789782031640869,0.40000000596,-4.48148822784
1495789782531760823,0.40000000596,-4.64389324188
1495789783031658055,0.40000000596,-3.49402856827
1495789783531793370,0.40000000596,-3.08570361137
1495789784033379643,0.40000000596,-2.92125463486
1495789784531746020,0.40000000596,-2.76137208939
1495789785031324348,0.40000000596,-2.69027662277
1495789785533394342,0.40000000596,-2.59859752655
1495789786031908924,0.40000000596,-2.57206892967
1495789786532521952,0.40000000596,-2.48916840553
1495789787032003487,0.40000000596,-2.45962882042
1495789787531194274,0.40000000596,-2.43482995033
1495789788031457256,0.40000000596,-2.38369107246
1495789788532150538,0.40000000596,-2.37290072441
1495789789030983801,0.40000000596,-2.31498217583
1495789789531063041,0.40000000596,-2.45874857903
1495789790031836077,0.40000000596,-2.43099141121
1495789790533554976,0.40000000596,-2.50852155685
1495789791031866527,0.40000000596,-2.45901703835
1495789791531304270,0.40000000596,-2.52625608444
1495789792033474276,0.40000000596,-2.48951745033
1495789792531379353,0.40000000596,-2.59160327911
1495789793031609445,0.40000000596,-2.66050767899
1495789793531407009,0.40000000596,-5.74083518982
1495789794031235584,0.40000000596,0.468764394522
1495789794532068055,0.40000000596,0.63399296999
1495789795031614470,0.40000000596,-5.54002952576
1495789795531261946,0.40000000596,0.747147381306
1495789796031242006,0.40000000596,0.721175253391
1495789796531583429,0.40000000596,0.71875077486
1495789797032174529,0.40000000596,-5.43053865433
1495789797532719886,0.40000000596,0.851736605167
1495789798031658474,0.40000000596,-5.25662851334
1495789798532110099,0.40000000596,-5.2850651741
1495789799032866027,0.40000000596,-5.15256643295
1495789799531758032,0.40000000596,-5.28261709213
1495789800031907175,0.40000000596,-5.03396177292
1495789800531474192,0.40000000596,-2.33642983437
1495789801031077256,0.40000000596,-2.44376826286
1495789801531863002,0.40000000596,-2.57085037231
1495789802031077391,0.40000000596,-2.6953394413
1495789802531719061,0.40000000596,-2.73556423187
1495789803036444767,0.40000000596,-2.66307091713
1495789803531306715,0.40000000596,-2.68834519386
1495789804031181175,0.40000000596,-2.73704862595
1495789804533011542,0.40000000596,-2.57300519943
1495789805031642477,0.40000000596,-2.62080764771
1495789805531466512,0.40000000596,-2.39950299263
1495789806031685849,0.40000000596,-2.26582551003
1495789806531257477,0.40000000596,-2.16034698486
1495789807031284261,0.40000000596,-2.1734316349
1495789807531808176,0.40000000596,-2.00496172905
1495789808032107761,0.40000000596,-2.12091517448
1495789808531411268,0.40000000596,-1.91974174976
1495789809038052096,0.40000000596,-1.97892928123
1495789809531421116,0.40000000596,-2.00568366051
1495789810032228307,0.40000000596,-2.06728053093
1495789810533955378,0.40000000596,-1.99445784092
1495789811031364792,0.40000000596,-1.88111305237
1495789811531535728,0.40000000596,-1.54792070389
1495789812031113084,0.40000000596,-1.6385871172
1495789812531849450,0.40000000596,0.393838495016
1495789813031388534,0.40000000596,1.33660542965
1495789813531406661,0.40000000596,-1.59115707874
1495789814031599387,0.40000000596,-1.41731476784
1495789814531439549,0.40000000596,-1.70516014099
1495789815031548188,0.40000000596,-2.11247372627
1495789815531645309,0.40000000596,-4.47040081024
1495789816031256676,0.40000000596,1.33691823483
1495789816531375299,0.40000000596,1.41465365887
1495789817031320229,0.40000000596,-4.78078794479
1495789817531858325,0.40000000596,-4.86288452148
1495789818031202061,0.40000000596,-4.87547683716
1495789818531606265,0.40000000596,1.35596311092
1495789819030993092,0.40000000596,1.3722666502
1495789819532836871,0.40000000596,1.32766711712
1495789820031531153,0.40000000596,-4.86701774597
1495789820531461413,0.40000000596,1.39362370968
1495789821034634620,0.40000000596,-4.87819623947
