%time,field.header.seq,field.header.stamp,field.header.frame_id,field.x,field.y,field.phi,field.theta,field.psi,field.u,field.v,field.p,field.q,field.r
1495799555281472804,13251,0,,-32.020236969,-25.8711891174,0.0242910496891,-0.0150611689314,1.13717615604,-0.211691349745,0.00496400147676,0.203188613057,-0.150814577937,-0.324893802404
1495799555383343024,13252,0,,-32.0233802795,-25.8679733276,0.0335746444762,-0.0217453148216,1.13837563992,-0.289677083492,0.0103885885328,0.0928359627724,-0.0668414533138,-0.551526546478
1495799555406683348,13253,0,,-32.0455436707,-25.9064922333,0.0321972630918,-0.0222392641008,1.13748037815,-0.444365739822,0.00547672621906,-0.0137738101184,-0.00493950210512,-0.773517549038
1495799555456039346,13254,0,,-32.0758323669,-25.9579486847,0.0274926703423,-0.0212797038257,1.13720095158,-0.597094714642,3.24272623402e-05,-0.0470459498465,0.00959561299533,-0.986584305763
1495799555498997813,13255,0,,-32.0887451172,-25.9677066803,0.0251867771149,-0.0206758230925,1.13469731808,-0.557867705822,0.00072419620119,-0.023058924824,0.00603880174458,-1.19144260883
1495799555586257025,13256,0,,-32.1012649536,-25.9764671326,0.0264429114759,-0.0205775722861,1.13368546963,-0.551104605198,0.000971357279923,0.0125613389537,0.000982512603514,-1.39104044437
1495799555703473818,13257,0,,-32.1145515442,-25.9923496246,0.028339093551,-0.0206541232765,1.13501966,-0.561134934425,0.00441095139831,0.0189618226141,-0.000765515782405,-1.58707857132
1495799555783648886,13258,0,,-32.1555023193,-26.0505657196,0.0300125069916,-0.0207039918751,1.13345134258,-0.711745619774,-0.000520393135957,0.0167341381311,-0.000498694949783,-1.77931880951
1495799555886260748,13259,0,,-32.2060966492,-26.1199913025,0.0295901410282,-0.0206540040672,1.13268470764,-0.859057426453,-0.00363869359717,-0.00422366149724,0.00049987930106,-1.9669700861
1495799555987544438,13260,0,,-32.2219238281,-26.1392745972,0.0287491567433,-0.0205428805202,1.13426542282,-0.770229160786,0.00673773931339,-0.00840983912349,0.00111125200056,-2.14899539948
1495799556097642654,13261,0,,-32.1875114441,-26.1525974274,0.0312243774533,-0.0205213483423,1.13421773911,-0.732844173908,0.0183660369366,0.0247522071004,0.000215311985812,-2.32677769661
1495799556194278059,13262,0,,-32.16147995,-26.1633090973,0.0354455858469,-0.0205610878766,1.13441216946,-0.716010808945,0.0269047152251,0.0422120690346,-0.00039739740896,-2.50274014473
1495799556293234007,13263,0,,-32.1962280273,-26.201581955,0.0243683084846,0.0108342710882,1.13699746132,-0.516237795353,0.0271335784346,-0.110772758722,0.313953608274,-2.48276281357
1495799556395905097,13264,0,,-32.1303100586,-26.1581439972,0.00534523371607,0.036639355123,1.13716304302,-0.176787510514,0.0420906804502,-0.190230756998,0.258050829172,-2.38353610039
