%time,field.header.seq,field.header.stamp,field.header.frame_id,field.x,field.y,field.phi,field.theta,field.psi,field.u,field.v,field.p,field.q,field.r
1495789768184012623,4391,0,,-29.2573184967,-40.6337509155,-0.00688391691074,1.75357927219e-05,0.541992783546,-0.00510093197227,-0.047075483948,0.0042357374914,0.000285476155113,0.128031015396
1495789768263020433,4392,0,,-29.2698020935,-40.6465034485,0.00863061565906,-0.0151045424864,0.544240951538,-0.172302335501,-0.0464411228895,0.155145317316,-0.151220783591,-0.0911022126675
1495789768371080473,4393,0,,-29.2929897308,-40.6614112854,0.0191793870181,-0.0217353831977,0.543977081776,-0.248554423451,-0.0391687974334,0.105487726629,-0.0663084089756,-0.31291270256
1495789768407178639,4394,0,,-29.3270568848,-40.6834144592,0.0201742835343,-0.0222383793443,0.547165095806,-0.404156386852,-0.0335062481463,0.00994896702468,-0.00502996705472,-0.532462358475
1495789768470324662,4395,0,,-29.3753261566,-40.7115287781,0.0182652212679,-0.0212971009314,0.548237085342,-0.557763040066,-0.0305761061609,-0.019090635702,0.00941279809922,-0.745054721832
1495789768494653519,4396,0,,-29.43775177,-40.745174408,0.0181098841131,-0.020707000047,0.547978341579,-0.708559691906,-0.0292225796729,-0.00155336572789,0.00590099999681,-0.951177537441
1495789768571290918,4397,0,,-29.4776344299,-40.7606697083,0.0195068866014,-0.0205311588943,0.550488770008,-0.615853905678,-0.0329583026469,0.0139700211585,0.00175841117743,-1.15266788006
1495789768669029120,4398,0,,-29.50831604,-40.7717475891,0.0199198555201,-0.0206064395607,0.554476320744,-0.58090865612,-0.0345702879131,0.00412969710305,-0.000752809690312,-1.34979259968
1495789768768512786,4399,0,,-29.5352172852,-40.7809104919,0.0198962334543,-0.0206777378917,0.556552886963,-0.572815477848,-0.0468909367919,-0.000236216845224,-0.000712983252015,-1.54174780846
1495789768871817125,4400,0,,-29.5604743958,-40.7896537781,0.0176888890564,-0.0207091439515,0.556473731995,-0.576189994812,-0.0548608899117,-0.022073443979,-0.000314051751047,-1.72792685032
1495789768968528797,4401,0,,-29.5851249695,-40.804019928,0.0156414695084,-0.0206922106445,0.56118273735,-0.585543334484,-0.0684178173542,-0.0204741954803,0.000169323364389,-1.9074934721
1495789769060786757,4402,0,,-29.6521949768,-40.8347625732,0.0131353689358,-0.0206780284643,0.562925696373,-0.735631644726,-0.0565554909408,-0.0250610094517,0.000141825570608,-2.08092808723
1495789769173029869,4403,0,,-29.678150177,-40.8525543213,0.0157795026898,-0.0205715689808,0.563438057899,-0.692701220512,-0.0641907379031,0.0264413338155,0.0010645953007,-2.24979305267
1495789769272778591,4404,0,,-29.7562274933,-40.8841133118,0.0164503790438,-0.0205957740545,0.567766070366,-0.840495765209,-0.0524324215949,0.0067087681964,-0.000242052366957,-2.41630959511
1495789769368198823,4405,0,,-29.7776107788,-40.9021949768,0.0188751686364,-0.0205302927643,0.571309030056,-0.764162182808,-0.0705884322524,0.0242478959262,0.000654821575154,-2.57917451859
1495789769415257462,4406,0,,-29.8630027771,-40.9342536926,0.0162189379334,-0.0205747187138,0.571359097958,-0.910395562649,-0.0562089942396,-0.0265623163432,-0.000444258184871,-2.73810529709
1495789769469041186,4407,0,,-29.9628582001,-40.9681243896,0.0179139841348,-0.0204744488001,0.572910308838,-1.05337142944,-0.0472505092621,0.0169504769146,0.00100269599352,-2.89167642593
1495789769488908729,4408,0,,-30.0768604279,-41.0035934448,0.0217297356576,-0.020377214998,0.577061831951,-1.19328022003,-0.0395207479596,0.0381575003266,0.000972327718046,-3.04385471344
