%time,field.xn,field.yn,field.xbd,field.ybd,field.xbdd,field.ybdd
1495725599059093458,-0.000218752787557,0.0,-0.00034871553677,0.0,0.0,0.0
1495725599110563131,-0.000236965142736,0.0,-0.000364247103588,0.0,0.0,0.0
1495725599159432684,-0.000255945611553,0.0,-0.000379609376326,0.0,0.0,0.0
1495725599209951678,-0.000275685821567,0.0,-0.000394804200293,0.0,0.0,0.0
1495725599259776450,-0.000238640092292,0.0,0.000740914585514,0.0,0.0,0.0
1495725599309937228,-0.000204844636624,0.0,0.000675909113346,0.0,0.0,0.0
1495725599359464336,-0.000174264026583,0.0,0.000611612200825,0.0,0.0,0.0
1495725599409643622,0.00218095281277,4.53435456451e-06,0.0471044240841,0.0,0.0,0.0
1495725599458200216,0.00599926838925,2.47923303295e-05,0.0763673863038,0.0,0.0,0.0
1495725599511194874,0.0113089079429,7.80586713452e-05,0.106198134621,0.0,0.0,0.0
1495725599559473150,0.0179362072963,0.0001838148877,0.132562862216,0.0,0.0,0.0
1495725599609477623,0.0258043858998,0.00036404664359,0.157404851288,0.0,0.0,0.0
1495725599658983849,0.0347485181943,0.000639073253144,0.178967194912,0.0,0.0,0.0
1495725599709924475,0.0447003755597,0.00103062707762,0.199191143798,0.0,0.0,0.0
1495725599758428059,0.055525663926,0.00155658400245,0.216761157868,0.0,0.0,0.0
1495725599809166843,0.0671929827003,0.00223770468821,0.233743665385,0.0,0.0,0.0
1495725599858780555,0.0795913811775,0.00308837917562,0.248550945991,0.0,0.0,0.0
1495725599909496571,0.0926969633718,0.00412659891648,0.262932831638,0.0,0.0,0.0
1495725599960073533,0.106363140929,0.00535856250665,0.274431881034,0.0,0.0,0.0
1495725600008665327,0.120609307022,0.0068014395391,0.286380964785,0.0,0.0,0.0
1495725600059708550,0.135339953562,0.00845965005817,0.296473681544,0.0,0.0,0.0
1495725600109875753,0.150489316299,0.0103373195605,0.305305639704,0.0,0.0,0.0
1495725600160296062,0.166077995709,0.0124473550044,0.314616703513,0.0,0.0,0.0
1495725600207769138,0.182012317397,0.0147858730341,0.322100154747,0.0,0.0,0.0
1495725600259731681,0.198256871707,0.017354204849,0.32892666237,0.0,0.0,0.0
1495725600309398123,0.214776847378,0.0201517223024,0.335103387067,0.0,0.0,0.0
1495725600358919085,0.231594624009,0.0231865623375,0.341788159457,0.0,0.0,0.0
1495725600409758930,0.248590892424,0.0264403929383,0.346098571856,0.0,0.0,0.0
1495725600459848121,0.265845874302,0.0299304811641,0.35208812274,0.0,0.0,0.0
1495725600509972302,0.283213403973,0.0336280482962,0.355135517553,0.0,0.0,0.0
1495725600559971258,0.300774560169,0.0375500762855,0.359875817742,0.0,0.0,0.0
1495725600608788779,0.318469125184,0.0416824077702,0.363413700672,0.0,0.0,0.0
1495725600660185468,0.336294064733,0.0460222743534,0.366913020679,0.0,0.0,0.0
1495725600709571567,0.354218560645,0.0505599358712,0.369798824105,0.0,0.0,0.0
1495725600758802059,0.372239493432,0.0552914179678,0.372634373804,0.0,0.0,0.0
1495725600809837040,0.390354840761,0.0602128332132,0.375439016012,0.0,0.0,0.0
1495725600859951863,0.408520164766,0.0653078221198,0.377326335234,0.0,0.0,0.0
1495725600907927517,0.426777020124,0.0705840835781,0.380079835063,0.0,0.0,0.0
1495725600957662682,0.445053805768,0.0760165668737,0.381341195364,0.0,0.0,0.0
1495725601010277543,0.463371354794,0.0816068737319,0.383032183031,0.0,0.0,0.0
1495725601058649826,0.481735535835,0.0873518836992,0.384836736732,0.0,0.0,0.0
1495725601108400287,0.500097434315,0.093231051904,0.385602870612,0.0,0.0,0.0
1495725601159446443,0.518505927231,0.0992547048496,0.387379403819,0.0,0.0,0.0
1495725601207601170,0.536933480799,0.105408953997,0.38856119882,0.0,0.0,0.0
1495725601259232526,0.555386764717,0.111690472507,0.389862110057,0.0,0.0,0.0
1495725601309676021,0.573811666649,0.118075554409,0.389998093374,0.0,0.0,0.0
1495725601358923625,0.592284591975,0.124585207636,0.391726718653,0.0,0.0,0.0
1495725601409547451,0.610751395678,0.131195611774,0.39228575393,0.0,0.0,0.0
1495725601458937251,0.629212937104,0.137902107902,0.392838695722,0.0,0.0,0.0
1495725601508689807,0.647670131589,0.144700090545,0.393385610449,0.0,0.0,0.0
1495725601559886191,0.666123946124,0.151585006904,0.393926563805,0.0,0.0,0.0
1495725601610449604,0.684575395172,0.158552356019,0.39446162077,0.0,0.0,0.0
1495725601659916719,0.703025536609,0.165597687894,0.394990845614,0.0,0.0,0.0
1495725601709675979,0.72146911959,0.172714721182,0.395382304107,0.0,0.0,0.0
1495725601759489577,0.73993405986,0.179909797288,0.396344869695,0.0,0.0,0.0
1495725601808601059,0.758373721616,0.18716030694,0.396278193133,0.0,0.0,0.0
1495725601859732352,0.776810051999,0.194470636842,0.396655619538,0.0,0.0,0.0
1495725601909722647,0.79523780049,0.201835148129,0.396896934195,0.0,0.0,0.0
1495725601959844803,0.813684719653,0.209261200736,0.397710992515,0.0,0.0,0.0
1495725602010101962,0.832077549984,0.216715835781,0.396922053421,0.0,0.0,0.0
1495725602060347179,0.850512225221,0.224234443718,0.398179214135,0.0,0.0,0.0
1495725602107636432,0.868894857903,0.231775415262,0.397385171425,0.0,0.0,0.0
1495725602157105083,0.887274983629,0.239355626255,0.397637332435,0.0,0.0,0.0
1495725602210125443,0.905680042523,0.246983467205,0.398462118883,0.0,0.0,0.0
1495725602258084964,0.9240574474,0.254634224885,0.398127167173,0.0,0.0,0.0
1495725602307432440,0.942434810192,0.262316779788,0.398371240429,0.0,0.0,0.0
1495725602358287021,0.960812863068,0.270028931944,0.398612653287,0.0,0.0,0.0
1495725602408530631,0.97916570857,0.277757619634,0.398276060752,0.0,0.0,0.0
1495725602458360921,0.997520883977,0.285511976147,0.398518511068,0.0,0.0,0.0
1495725602510320251,1.0159054902,0.293301375945,0.399333692669,0.0,0.0,0.0
1495725602558266642,1.03426685899,0.301101451075,0.398989240804,0.0,0.0,0.0
1495725602608860366,1.05263225062,0.308922047664,0.399223917458,0.0,0.0,0.0
1495725602659145182,1.0709757894,0.316750140762,0.398880662144,0.0,0.0,0.0
1495725602709341510,1.0893247075,0.324595661808,0.399116522305,0.0,0.0,0.0
1495725602759363373,1.10765289837,0.332446142648,0.398774437597,0.0,0.0,0.0
1495725602809705739,1.12598754538,0.340311641582,0.399011455606,0.0,0.0,0.0
1495725602859796606,1.14435541214,0.348202400644,0.399821264111,0.0,0.0,0.0
1495725602909708889,1.16270366165,0.356094512774,0.399471497718,0.0,0.0,0.0
1495725602960685413,1.18103290963,0.363987019839,0.399125543779,0.0,0.0,0.0
1495725603008555607,1.19939660339,0.371901751656,0.399934108723,0.0,0.0,0.0
1495725603061369725,1.21771538766,0.379803655278,0.39900773833,0.0,0.0,0.0
1495725603108382198,1.23606938602,0.387726155019,0.399817587354,0.0,0.0,0.0
1495725603159418366,1.25440554466,0.395645859337,0.399467861038,0.0,0.0,0.0
1495725603208654027,1.272777251,0.403584749768,0.400272694724,0.0,0.0,0.0
1495725603259966418,1.29110517101,0.411507735052,0.399342633744,0.0,0.0,0.0
1495725603309570352,1.30946914924,0.419448895154,0.400148832408,0.0,0.0,0.0
1495725603359178685,1.32778982945,0.427373189479,0.399220121527,0.0,0.0,0.0
1495725603409960213,1.34614704356,0.435314726039,0.400027655574,0.0,0.0,0.0
1495725603459948343,1.36448771831,0.443250165029,0.399675639514,0.0,0.0,0.0
1495725603508899051,1.38283869077,0.451190410748,0.399902834422,0.0,0.0,0.0
1495725603559792394,1.40117359116,0.459123650116,0.399552178912,0.0,0.0,0.0
1495725603608691280,1.41954553393,0.46707250053,0.400356093533,0.0,0.0,0.0
1495725603659591817,1.43790144156,0.475013637112,0.400000497499,0.0,0.0,0.0
1495725603709905478,1.45624162081,0.482946838755,0.399648777462,0.0,0.0,0.0
1495725603759165862,1.47459265956,0.490883585272,0.399876265166,0.0,0.0,0.0
1495725603808989586,1.492928154,0.498812141519,0.399525899262,0.0,0.0,0.0
1495725603859306809,1.51130121795,0.506755125493,0.400330100331,0.0,0.0,0.0
1495725603910045454,1.52963223358,0.514678104399,0.39939941363,0.0,0.0,0.0
1495725603960048181,1.54800100136,0.522615261455,0.400204993393,0.0,0.0,0.0
1495725604008842445,1.56635418487,0.530543867841,0.399851044351,0.0,0.0,0.0
1495725604061022893,1.58471859029,0.538474900732,0.400076327346,0.0,0.0,0.0
1495725604110331468,1.60306758834,0.546397149339,0.399723780763,0.0,0.0,0.0
1495725604159666024,1.62145427862,0.554333266872,0.400525824925,0.0,0.0,0.0
1495725604207561570,1.63979902161,0.562248873512,0.399593004826,0.0,0.0,0.0
1495725604258657592,1.65815510119,0.570166993463,0.399821100452,0.0,0.0,0.0
1495725604309610929,1.67652239376,0.578087598791,0.400046709835,0.0,0.0,0.0
1495725604360004838,1.69487447857,0.585998994897,0.399694486084,0.0,0.0,0.0
1495725604409482847,1.71323795103,0.593912644228,0.399921475564,0.0,0.0,0.0
1495725604459266133,1.73161268695,0.601828521625,0.400145990859,0.0,0.0,0.0
1495725604509870334,1.74997202119,0.609735501052,0.399792684944,0.0,0.0,0.0
1495725604558595594,1.76834253024,0.617645090569,0.400018604057,0.0,0.0,0.0
1495725604609828087,1.78669778721,0.625545609072,0.399666686658,0.0,0.0,0.0
1495725604659335989,1.80506439446,0.633448502488,0.399893979152,0.0,0.0,0.0
1495725604709499421,1.82344222824,0.641353744368,0.400118794158,0.0,0.0,0.0
1495725604759962193,1.84180461781,0.649250221793,0.399765784687,0.0,0.0,0.0
1495725604809222158,1.86017814641,0.657149426885,0.399991997012,0.0,0.0,0.0
1495725604858003641,1.87856269261,0.665051329475,0.400215743624,0.0,0.0,0.0
1495725604909902628,1.89693182406,0.672944263813,0.399861677404,0.0,0.0,0.0
1495725604959447826,1.91531215205,0.680839658098,0.400086844498,0.0,0.0,0.0
1495725605009619010,1.93367700071,0.688726411361,0.399734183279,0.0,0.0,0.0
1495725605059454607,1.95205295937,0.696616001159,0.39996074006,0.0,0.0,0.0
1495725605107827099,1.97043990695,0.704508396164,0.400184827372,0.0,0.0,0.0
1495725605159005325,1.98883772366,0.712403565414,0.400406472132,0.0,0.0,0.0
1495725605209877716,2.00721973344,0.720290413749,0.400050326971,0.0,0.0,0.0
1495725605259768418,2.02558621376,0.728168786433,0.399698063793,0.0,0.0,0.0
1495725605309748517,2.04399010486,0.736061706993,0.400500388269,0.0,0.0,0.0
1495725605358219625,2.06235166649,0.74393502981,0.399567845429,0.0,0.0,0.0
1495725605407857641,2.08072423954,0.751811646713,0.399796215293,0.0,0.0,0.0
1495725605459574972,2.09910770403,0.759691521493,0.400022095925,0.0,0.0,0.0
1495725605509889680,2.11750194127,0.767574618356,0.400245514458,0.0,0.0,0.0
1495725605558971620,2.13588027121,0.775449849499,0.399891123736,0.0,0.0,0.0
1495725605609809439,2.15426929743,0.783328662106,0.400115969866,0.0,0.0,0.0
1495725605659573589,2.17264257828,0.791199410081,0.399762991179,0.0,0.0,0.0
1495725605709472951,2.19102674171,0.799073481639,0.399989233954,0.0,0.0,0.0
1495725605759582745,2.20939510423,0.806939793372,0.39963763669,0.0,0.0,0.0
1495725605809439993,2.22777427069,0.81480978557,0.399865245828,0.0,0.0,0.0
1495725605858959139,2.24616412338,0.822683417927,0.400090374027,0.0,0.0,0.0
1495725605909684025,2.26456454585,0.830560650587,0.400313048329,0.0,0.0,0.0
1495725605960009140,2.28297542294,0.838441444141,0.400533295481,0.0,0.0,0.0
1495725606009350331,2.30134374458,0.846303119986,0.399600393953,0.0,0.0,0.0
1495725606059768334,2.31972286986,0.854168528143,0.399828409037,0.0,0.0,0.0
1495725606109072649,2.33811268107,0.862037627751,0.400053938757,0.0,0.0,0.0
1495725606160186900,2.35648649329,0.869899340008,0.39970163621,0.0,0.0,0.0
1495725606209457551,2.37487091739,0.877765092273,0.399928547754,0.0,0.0,0.0
1495725606259863262,2.39326583774,0.885634840414,0.400152985962,0.0,0.0,0.0
1495725606308680923,2.41167113995,0.893508540788,0.400374977794,0.0,0.0,0.0
1495725606359438076,2.43006037971,0.901374557183,0.400019175921,0.0,0.0,0.0
1495725606408639793,2.44843362481,0.909233224095,0.399667252289,0.0,0.0,0.0
1495725606459698381,2.46681748758,0.917095965023,0.399894538618,0.0,0.0,0.0
1495725606509295889,2.48521185229,0.924962735472,0.400119347526,0.0,0.0,0.0
1495725606559466725,2.50361660452,0.932833491436,0.400341706016,0.0,0.0,0.0
1495725606609839750,2.52200506031,0.940697156465,0.399986266806,0.0,0.0,0.0
1495725606659415678,2.54037750363,0.948553559202,0.399634701883,0.0,0.0,0.0
1495725606708021160,2.55876057306,0.956414061201,0.399862343011,0.0,0.0,0.0
1495725606759697704,2.57715415281,0.964278617694,0.400087502851,0.0,0.0,0.0
1495725606809501314,2.59553155696,0.972136153016,0.399734834456,0.0,0.0,0.0
1495725606860057603,2.61394597298,0.980009114294,0.400536758132,0.0,0.0,0.0
1495725606908436381,2.632343986,0.98787496345,0.400179192854,0.0,0.0,0.0
1495725606959717134,2.65072588119,0.995733529181,0.399825525037,0.0,0.0,0.0
1495725607009700445,2.66914463298,1.00360775829,0.400626460186,0.0,0.0,0.0
1495725607058743274,2.68752046882,1.01146358285,0.399692543162,0.0,0.0,0.0
1495725607109284757,2.70590676202,1.01932382117,0.39991955382,0.0,0.0,0.0
1495725607160063910,2.72430339857,1.02718842513,0.400144090062,0.0,0.0,0.0
1495725607207392693,2.74271026576,1.03505734713,0.400366178859,0.0,0.0,0.0
1495725607260103866,2.7611009182,1.04291895313,0.400010472895,0.0,0.0,0.0
1495725607310711558,2.77947542585,1.05077357267,0.399658644126,0.0,0.0,0.0
