%time,field.roll,field.pitch,field.yaw,field.rolld,field.pitchd,field.yawd,field.rolldd,field.pitchdd,field.yawdd
1495801448032894733,-0.013004260025,0.0282307773437,1.06856480673,-0.116069852969,0.0221192258231,-0.0264398162635,0.194129978823,-0.142565346486,0.00627938170757
1495801448032987273,-0.0065264878979,0.0278416391307,1.07785994764,-0.054907278314,0.0102106946988,-0.0348432317108,0.0918339129729,-0.0658111291612,0.00827516914858
1495801448033021565,-0.00534044683811,0.0274443913959,1.07770581618,-0.0351539408506,0.00546877749949,-0.0379952968064,0.0587959200284,-0.035247985861,0.00902377570866
1495801448033048454,-0.00890845821147,0.0235744676192,1.04967253376,0.0255847396131,-0.00203563941494,-0.0456381002272,-0.0427911712838,0.0131203343567,0.010838919941
1495801448068469928,-0.0077300733948,0.0233247982589,1.04950611906,0.045210757563,-0.00501582639178,-0.0484630296259,-0.075616218887,0.0323285739373,0.0115098326968
1495801448117729614,-0.0094437626773,0.0194263689185,1.01869637746,0.073810637761,-0.00986833428013,-0.0468739235683,-0.123450294619,0.0636045089072,0.0111324244951
1495801448168406870,-0.00888889748327,0.0192651837203,1.01870463586,0.0830519270857,-0.0117922891642,-0.0462445501754,-0.138906601791,0.0760050014412,-0.888764513684
1495801448221327634,-0.0121851701853,0.0174993467772,0.955999665452,0.0824094816238,0.0159683485271,-0.0841000066769,-0.137832094323,-0.102921013546,-0.879773949653
1495801448269058565,-0.0121974462648,0.0184258832907,0.955230148011,0.0822050879936,0.0270284194507,-0.0981794300787,-0.13749024043,-0.17420663882,-0.876430126349
1495801448318131634,-0.0218173935667,-0.00222794507395,0.936836701805,0.0930022459412,0.0145590823213,-0.109895147399,-0.155548780094,-0.0938378509383,-0.873647676566
1495801448368228018,-0.0216074125069,-0.00264018673779,0.887445054365,0.0964996581399,0.0096387307637,-0.114310086545,-0.161398296904,-0.0621246422457,-0.872599140985
1495801448419958202,-0.0435705373037,-0.0448665509744,0.836791348548,0.120906234517,0.0297770479417,-0.143836298829,-0.202218958204,-0.191922411349,-0.865586748937
