%time,field.roll,field.pitch,field.yaw,field.rolld,field.pitchd,field.yawd,field.rolldd,field.pitchdd,field.yawdd
1495789768141365717,-0.00316977100526,0.00607847082957,-1.08617004656,-0.0588962943864,-0.00885627796317,0.0193950010879,0.098505650602,0.0570814885879,-0.00460625799499
1495789768141433813,0.00693149281934,0.00586041030161,-1.08337378354,-0.057661096543,-0.0128525133366,0.0192697548431,0.0964397486898,0.0828384786929,-0.00457651236549
1495789768146959934,0.0069548832662,0.00572711893541,-1.08337416986,-0.0572717256153,-0.0144436002772,0.0192197285292,0.0957885152471,0.0930935329512,-0.00456463125719
1495789768147006938,0.00870548829641,0.00568213751612,-1.10937527371,-0.0240093684351,-0.0153208135847,0.0154188664663,0.0401563202385,0.0987474477914,-0.00366193724931
1495789768147043255,0.0093505989997,0.0056528782098,-1.10946670475,-0.0132651112203,-0.0156700793466,0.0140278210884,0.0221862584849,0.100998575148,-0.00333156789978
1495789768191671695,0.0114478896472,0.00538635460642,-1.11429724699,0.0274839643497,-0.0197112601893,0.0156465943908,-0.0459676761942,0.127045252896,-0.00371602198836
1495789768237912635,0.0122382050606,0.00525157255779,-1.11426974196,0.0406465930764,-0.0213201400273,0.0162572710422,-0.0679825299275,0.137414987958,0.895886407807
1495789768290018703,0.00357471135618,0.00562584965185,-1.12358303622,0.0671522095503,-0.0144003469198,0.0657505750204,-0.11231389275,0.0928147514999,0.88413188786
1495789768339273915,0.00408934465272,0.00585665465166,-1.12264258816,0.0757235731688,-0.0116452484961,0.0842630921247,-0.126649730999,0.0750572782264,0.879735217319
1495789768390508152,-0.00605854882719,0.00261017005109,-1.11197204014,0.0717517823386,-0.0100681945598,0.0895861530881,-0.120006803055,0.064892671081,0.878471005371
1495789768439945167,-0.00613501993931,0.00266338272811,-1.08347442508,0.0704783561056,-0.00943290960445,0.0915963847167,-0.117876963124,0.0607980603337,0.877993581035
1495789768489273021,-0.0123389762073,0.00655859257187,-1.08995948987,0.0146636699949,9.48221069484e-05,0.0923076764644,-0.0245253859874,-0.00061115821321,0.877824651253
1495789768539844674,-0.0134212965821,0.00687576365801,-1.08995054073,-0.00336220920627,0.00388077335942,0.092581010778,0.00562338613616,-0.0250128012185,0.877759735126
1495789768588055341,0.00363574853221,0.0433756784573,-1.10335715506,-0.120480645017,0.0101016235637,0.106068965024,0.201507148218,-0.0651081314935,0.874556384077
1495789768638094246,0.00136297226974,0.0435765376131,-1.10310867784,-0.158333967385,0.0124982838653,0.111126472396,0.264817857085,-0.0805553586722,0.873355240356
1495789768688525453,0.0392580491955,0.0553427989777,-1.24201546567,-0.214013465573,0.0185990727926,0.147164329224,0.357943328753,-0.119876856369,0.864796351115
1495789768737630788,0.0381758652798,0.0555441890128,-1.24142568902,-0.232037927577,0.0210027383844,0.160795451281,0.388089730576,-0.13536923484,0.861558998115
1495789768788722270,0.0648119746306,0.0308490100392,-1.30475160534,-0.183472159605,0.000446000847844,0.212989610457,0.306862165736,-0.00287461531947,0.849163032685
1495789768838102502,0.0657525317437,0.0301676796559,-1.30379830629,-0.167807737849,-0.00768634104099,0.232573704519,0.280662995271,0.0495408782605,0.844511865643
1495789768888617166,0.0811670106055,0.0533802940607,-1.21183024564,-0.0597046422163,-0.0120908790247,0.27698596882,0.0998576342831,0.0779295067222,0.833964078273
1495789768938143714,0.0832630806268,0.0532290823464,-1.21091421177,-0.0247949846868,-0.0138965133337,0.293482939145,0.0414702847383,0.089567386047,0.830046094402
1495789768989128343,0.0824271470206,0.039148578879,-1.28489315485,0.0920972203269,-0.0209864405868,0.334942735622,-0.154035100195,0.135264190424,0.820199509804
1495789769038704060,0.0846946205689,0.0389146114707,-1.28415293679,0.129861911527,-0.0237789182431,0.350526270098,-0.217197571029,0.153262584572,0.816498464367
1495789769089085954,0.0598328441723,-0.00476858495327,-1.21994241793,0.116666781023,-0.0201101769122,0.40895687717,-0.195128357192,0.129616396266,0.802621360171
1495789769138045881,0.0595782919701,-0.00463816783371,-1.21877807513,0.1124277073,-0.0185522136755,0.430726081819,-0.188038391356,0.119574834666,0.797451235534
1495789769190537541,0.0535038994637,0.00202138794205,-1.02350376546,0.0085415645544,-0.0184050712615,0.478753667827,-0.0142859985056,0.118626455667,0.786044819467
1495789769238916883,0.0514891016423,0.00202507574515,-1.02244426923,-0.0250146891592,-0.0183612300434,0.496483687739,0.0418377464304,0.118343885269,0.7818339898
1495789769289547062,0.0612062287398,-0.000326159585057,-0.979497939358,-0.102631272337,-0.00249882391449,0.539074448774,0.171653588039,0.0161057036998,0.771718804313
1495789769341002766,0.0597001067534,0.000203508828648,-0.978652009617,-0.127715858127,0.00382386679738,0.554946702574,0.213608238482,-0.0246460205815,0.767949188852
1495789769387604014,0.0838255921041,-0.00361211905634,-0.93109174681,-0.143560803422,-0.00439745297058,0.588807830865,0.240109339464,0.0283429633306,0.759907266492
1495789769438299150,0.0835168784861,-0.00388571729556,-0.964418457235,-0.148702883562,-0.00766327932839,0.601372416903,0.248709608036,0.0493922382912,0.756923212785
1495789769499553724,0.0973141938263,-0.0105275168636,-0.911375743285,-0.0768324067123,-0.00507624289341,0.636186852428,0.128504285191,0.0327179772354,0.74865488265
1495789769538562735,0.0987075297217,-0.0104399841197,-0.910671368413,-0.0536267246256,-0.00403118916895,0.649140544398,0.0896921521791,0.0259822782776,0.745578417383
1495789769588724631,0.0947432950909,-0.01438968127,-0.879461763219,0.0113330450029,-0.0150848924267,0.685644447675,-0.0189548253068,0.0972268619488,0.736908843426
1495789769638234067,0.0960035811765,-0.0147577552455,-0.878740755196,0.0323231327713,-0.0194784676278,0.699254738374,-0.0540613166975,0.125544831839,0.733676437815
1495789769688677844,0.0875272822841,-0.0179051739579,-0.828082593992,0.0618748487924,-0.014894052855,0.725305423538,-0.103487363674,0.0959968410666,0.727489473645
1495789769740138579,0.0881009920019,-0.0177516411377,-0.827547643881,0.0714301240493,-0.0130612536992,0.734985739826,-0.119468820838,0.0841838757855,0.725190425859
1495789769789827094,0.0803142621793,-0.0214883718131,-0.767149242443,0.0501754681146,-0.0194116792977,0.755826491748,-0.0839198320094,0.125114360108,0.720240806124
1495789769840134185,0.0799024121319,-0.0216995635585,-0.76670699069,0.0433162742491,-0.0219325643751,0.763548036368,-0.0724476441346,0.141362254921,0.718406961079
1495789769890256409,0.0702383082344,-0.0285859054209,-0.696753680797,-0.0086108084778,-0.0253896442229,0.769194350842,0.0144018108465,0.163644218597,0.717065977334
1495789769939295539,0.0692315930232,-0.0286999851795,-0.696595332276,-0.0253774197859,-0.0267512229461,0.771224878127,0.0424444232469,0.172420020426,0.716583732837
1495789769989807761,0.0861698082345,-0.0461066376966,-0.595644965999,-0.0364716995903,-0.0307455987846,0.780140240763,0.06099990728,0.198165025246,0.714466359385
1495789770041347206,0.085953651198,-0.046236714299,-0.595401771594,-0.0400721143914,-0.0322978468692,0.783357279812,0.0670216987375,0.208169750898,0.713702321694
1495789770091686635,0.0876177870303,-0.0325766534022,-0.570950787919,0.0457457354203,-0.0263014660825,0.799060870614,-0.0765109838707,0.169521196408,0.709972763219
1495789770140358325,0.0892823522183,-0.0323790942252,-0.570632691066,0.0734689651603,-0.0239435804285,0.804903231939,-0.122878837923,0.154323883991,0.708585218901
1495789770190075684,0.0541041061809,-0.0191213495094,-0.577395295594,0.0668575868565,-0.03492433082,0.811903425666,-0.1118211283,0.225098263563,0.706922692656
1495789770240360851,0.0539778444073,-0.0194901456471,-0.577266196447,0.0647553848747,-0.0393269913171,0.814528027536,-0.108305138439,0.253474791035,0.706299357123
1495789770292126512,0.035562678569,-0.00242991148264,-0.443203611776,-0.0198140038264,-0.0344575621716,0.814054633287,0.0331394590829,0.222089793257,0.70641178692
1495789770346397309,0.0339232747656,-0.00227057585037,-0.443116280787,-0.0471178468121,-0.0325560410512,0.813723953826,0.0788058774078,0.209833893364,0.290065759574
1495789770389196883,0.0476895876308,-0.00265720287331,-0.315273988506,-0.102519491376,-0.0393593887451,0.785421057608,0.17146663135,0.253683602618,0.302058814507
1495789770442629794,0.0466141535414,-0.00288412049498,-0.366142413583,-0.120431067214,-0.0420680833835,0.774899853571,0.201424227996,0.271141988943,-0.184036527229
1495789770495036529,0.0462667728573,-0.00297445241639,-0.362126549025,-0.126216656789,-0.0431463651925,0.746600263902,0.21110078356,0.278091853326,0.0963040777519
1495789770546124310,0.0820923625203,0.0555969804611,-0.265346035748,-0.0436605306419,-0.0258886222537,0.72836733416,0.0730234222936,0.166860288473,0.100634347084
1495789770590004682,0.0676715578351,0.0622767193157,-0.482681702885,0.0740818805532,-0.0242525212701,0.721727442341,-0.12390395555,0.156315104592,-0.171408229699
1495789770642067657,0.069956289108,0.0623300813904,-0.482965032402,0.112134261967,-0.0236157211305,0.705813499236,-0.187547596074,0.152210728007,0.73211875063
1495789770693417411,0.0517013842572,0.0791363414429,-0.399486099971,0.153918083771,-0.0155218663265,0.734763397843,-0.257432171909,0.100043295757,0.725243231453
1495789770740771133,0.0525129185003,0.0794033041758,-0.398872070195,0.167434506032,-0.0123355986554,0.745489881375,-0.280038754929,0.0795068014806,0.601458190964
1495789770793065354,0.0449160242731,0.08604784357,-0.3166677496,0.146941711609,-0.0183681763198,0.745139331968,-0.245764000154,0.118388656198,0.564643066477
1495789770840819258,0.0445189417977,0.0858453524532,-0.316615353554,0.140328467342,-0.0207854828611,0.743069115432,-0.234703169656,0.133968954866,0.131345157086
1495789770890325903,0.0341248683257,0.0770837464397,-0.300808904879,0.128345570165,-0.0127446031702,0.712047111487,-0.214661448954,0.0821429638325,0.13871279543
1495789770939379978,0.0338930149782,0.0773536313417,-0.301391202522,0.124484264224,-0.00952276295686,0.700432184854,-0.208203309984,0.0613771933659,0.257759608954
1495789771004582961,0.0189885054001,0.0735146619328,-0.193570708764,0.0994070951026,-0.0138574736933,0.691844383694,-0.166261064122,0.0893157633227,0.259799187481
1495789771041939039,0.0185029090589,0.0733707417378,-0.193657529607,0.0913197979532,-0.0155753386445,0.688510423881,-0.152734840179,0.100387941614,-0.163519281606
1495789771094853729,-0.00601891298385,0.0788243318634,-0.0213410692922,0.00688236640587,-0.00990691003368,0.652319293446,-0.0115109445773,0.0638531417352,-0.154923990316
1495789771142637249,-0.00765541290533,0.079012454391,-0.0219097577382,-0.0203729940812,-0.00766144751678,0.638592567172,0.0340743854531,0.0493804316909,-0.151663931585
1495789771188187733,0.0174290373459,0.0755688380624,0.280812687132,-0.111989452979,-0.0143346775386,0.615583872107,0.187305399112,0.0923914917457,-0.146199431474
1495789771241065965,0.0156504853317,0.0753468224295,0.280590029703,-0.141611647359,-0.0169847747778,0.606635550647,0.236849323055,0.109472199459,-0.171436183627
1495789771289368201,0.0499594523833,0.0729868459105,0.275653472271,-0.129401654966,-0.0112169995465,0.601381082373,0.216427779442,0.0722970794581,-0.238593145334
1495789771340200500,0.0501943627481,0.0731797162228,0.27554936912,-0.12548989848,-0.00891465185279,0.596002246287,0.209885260568,0.0574577266112,-0.257837151877
1495789771389274894,0.0655025080833,0.0698387999575,0.134896023445,-0.0237715571285,-0.00849340091244,0.596556603623,0.0397585743748,0.0547426322065,-0.34689515819
1495789771440307504,0.0674747352878,0.0698534674647,0.00866445272585,0.0090755056461,-0.00831822530379,0.592334054275,-0.0151790294708,0.0536135704779,-0.345892314642
1495789771491318601,0.052355686185,0.0603274404828,0.0337113904552,0.103025306748,-0.000954153014031,0.587712957831,-0.172312621285,0.00614981537481,-0.139580168029
1495789771543933184,0.0541789376527,0.0605748844288,0.154858750794,0.133391775285,0.00199983120396,0.596356575606,-0.223101363953,-0.0128895392084,-0.141633002844
