%time,field.xn,field.yn,field.xbd,field.ybd,field.xbdd,field.ybdd
1495802635985232130,0.00774067826569,-0.0189777519554,0.0129269845784,-0.363801240921,-0.00284393667243,0.909503102303
1495802636034791365,0.00798513740301,-0.0196275059134,0.0131509546191,-0.343801945448,-0.00289320992306,0.859504878521
1495802636090188285,0.012374506332,-0.0213797371835,0.0311421360821,-0.41488596797,-0.00685126986355,1.03721499443
1495802636135601744,0.0127471191809,-0.0215363670141,0.0309988334775,-0.406261026859,-0.00681974319741,1.01565265656
1495802636188667985,0.00907952245325,-0.015310565941,-0.00712066562846,-0.26324865222,0.00156654638704,0.658121645451
1495802636239214916,0.00381571031176,-0.00799665506929,-0.0188170000911,-0.113488063216,0.00413973955438,0.283720165491
1495802636286296532,-0.000418076349888,-0.0018757134676,-0.0250792000443,0.00150628853589,0.00551742408425,-0.00376572087407
1495802636336483780,-0.00529526546597,0.00671830400825,-0.0271956194192,0.170530661941,0.00598303601146,-0.426326692104
1495802636386691564,-0.00593574717641,0.00482352497056,-0.0601507462561,0.103897638619,0.013233163394,-0.259744107723
1495802636436246120,-0.00598663231358,0.00465897750109,-0.0598882474005,0.111982509494,0.0131754139438,-0.279956281185
1495802636487832844,-0.0203416198492,-0.0191096384078,-0.509647727013,-0.235982820392,0.112122498453,0.58995705843
1495802636537375527,-0.0216075107455,-0.021146569401,-0.506065249443,-0.193762883544,0.111334353685,0.484407246113
1495802636584978229,0.0138876093552,-0.0420547164977,0.026972880587,-0.840907752514,-0.00593403400853,2.10226941109
1495802636635584524,0.0169282350689,-0.0438837707043,0.0227271430194,-0.762386918068,-0.0049999714829,1.90596747398
1495802636685418098,0.0563430823386,-0.0514477603137,0.55098170042,-1.25549077988,-0.121215976775,3.13872694969
1495802636736001627,0.0597230046988,-0.0521110855043,0.546774089336,-1.1956602335,-0.12029029429,2.98915052414
1495802636785196918,0.0526877976954,-0.0584886781871,-0.0109123215079,-1.29664564133,0.00240071071312,3.2416138649
1495802636836462094,0.0520157441497,-0.0590814352036,-0.00647021876648,-1.2843927145,0.00142344820779,3.21098160744
1495802636887084523,0.0307404641062,-0.040075737983,-0.123730972409,-0.709755003452,0.0272208135575,1.77438759804
1495802636934651675,0.0288648549467,-0.0384587049484,-0.122796967626,-0.779478192329,0.0270153321326,1.94869554043
1495802636986865999,-0.000715726753697,-0.00903817918152,-0.118224926293,0.0411040075123,0.0260094832629,-0.102760016918
