%time,field.DevID,field.MsgID,field.Data,field.Time
1493994104460135384,10,5,0,0.0
1493994104462498743,10,3,0,0.0
1493994104466424661,10,5,0,0.0
1493994104473401317,10,3,0,0.0
1493994104474914708,10,5,0,0.0
1493994104480668372,10,3,0,0.0
1493994104491376508,10,5,0,0.0
1493994104491637295,10,3,0,0.0
1493994104492304698,10,5,0,0.0
1493994104492356590,10,3,0,0.0
1493994104492403873,10,5,0,0.0
1493994104492450876,10,3,0,0.0
1493994104492496622,10,5,0,0.0
1493994104492541111,10,3,0,0.0
1493994104492586089,10,5,0,0.0
1493994104502066484,10,3,0,0.0
1493994104502511094,10,5,0,0.0
1493994104506380720,10,3,0,0.0
1493994104508715724,10,5,0,0.0
1493994104512489318,10,3,0,0.0
1493994104523048622,10,5,0,0.0
1493994104526635461,10,3,0,0.0
1493994104528924369,10,5,0,0.0
1493994104529155055,10,3,0,0.0
1493994104529409487,10,5,0,0.0
1493994104533716738,10,3,0,0.0
1493994104534022783,10,5,0,0.0
1493994104537661723,10,3,0,0.0
1493994104539665749,10,5,0,0.0
1493994104543169337,10,3,0,0.0
1493994104545327153,10,5,0,0.0
1493994104551569358,10,3,0,0.0
1493994104553807841,10,5,0,0.0
1493994104555815079,10,3,0,0.0
1493994104671831578,10,5,0,0.0
1493994104676648950,10,3,0,0.0
1493994104678011414,10,5,0,0.0
1493994104678055763,10,3,0,0.0
1493994104678099554,10,5,0,0.0
1493994104678140551,10,3,0,0.0
1493994104681543847,10,5,0,0.0
1493994104683998279,10,3,0,0.0
1493994104689348680,10,5,0,0.0
1493994104695380173,10,3,0,0.0
1493994104699999196,10,5,0,0.0
1493994104703734797,10,3,0,0.0
1493994104708540785,10,5,0,0.0
1493994104712846640,10,3,0,0.0
1493994104723945398,10,5,0,0.0
1493994104731252402,10,3,0,0.0
1493994104735417178,10,5,0,0.0
1493994104739681966,10,3,0,0.0
1493994104745384856,10,5,0,0.0
1493994104751014413,10,3,0,0.0
1493994104755788344,10,5,0,0.0
1493994104758920795,10,3,0,0.0
