%time,field.header.seq,field.header.stamp,field.header.frame_id,field.x,field.y,field.phi,field.theta,field.psi,field.u,field.v,field.p,field.q,field.r
1495633871889645190,309,0,,-3.88217926025,-35.6905860901,-0.00503137242049,0.0533958226442,5.4398317337,0.336326509714,-0.0307088736445,0.0505889989436,0.532951712608,0.192355275154
1495633871990654121,310,0,,-3.82277750969,-35.7569999695,-0.0158773735166,0.0761882737279,5.43696737289,0.890847444534,-0.0187713503838,-0.108460016549,0.227924495935,0.233363196254
1495633872091457092,311,0,,-3.73485136032,-35.8407402039,-0.017437312752,0.0776735842228,5.43413448334,1.0562915802,-0.0300931092352,-0.0155993821099,0.0148531673476,0.28173199296
1495633872187344216,312,0,,-3.62676978111,-35.9591293335,-0.0143244098872,0.0746437758207,5.42910528183,1.60287559032,-0.0236217826605,0.0311290267855,-0.03029807657,0.329041272402
1495633872269714747,313,0,,-3.52417826653,-36.0595550537,-0.0104313157499,0.0728131979704,5.42961120605,1.59284758568,-0.0308312159032,0.0389309413731,-0.0183058381081,0.372725069523
1495633872283398331,314,0,,-3.37926697731,-36.2156143188,-0.0114796292037,0.0724616348743,5.4251127243,2.12953257561,-0.0218628775328,-0.0104831410572,-0.0035156167578,0.414174079895
1495633872328396023,315,0,,-3.19794130325,-36.4094467163,-0.011545823887,0.0723870694637,5.44051218033,2.6541826725,-0.016477342695,-0.000661939673591,-0.000745669065509,0.45560759306
1495633872392322378,316,0,,-3.09351849556,-36.5022087097,-0.0102845607325,0.0721666365862,5.43645858765,2.29830551147,-0.032051242888,0.0126126250252,-0.00220429687761,0.495359688997
1495633872484294619,317,0,,-3.01634764671,-36.5715408325,-0.0131016904488,0.0722148194909,5.45825338364,2.13512182236,-0.0411332026124,-0.0281712934375,0.000481801311253,0.534397363663
1495633872589994583,318,0,,-2.82709550858,-36.7584342957,-0.0166898015887,0.0723715946078,5.48996829987,2.65960001945,-0.0311466101557,-0.0358811095357,0.00156776688527,0.575227677822
1495633872690098096,319,0,,-2.75180864334,-36.8038406372,-0.0153069347143,0.0722233727574,5.490442276,2.60596752167,-0.100798033178,0.0138286668807,-0.00148218683898,0.615855515003
1495633872793754921,320,0,,-2.72945427895,-36.8656768799,-0.028432417661,0.0720425620675,5.55808591843,2.7125005722,-0.15764850378,-0.131254836917,-0.00180811039172,0.658440053463
1495633872888933574,321,0,,-2.6818459034,-36.9211425781,-0.0462638176978,0.0720201805234,5.58538579941,2.81146430969,-0.202617868781,-0.178313985467,-0.000223813854973,0.712711572647
1495633872994294319,322,0,,-2.42075753212,-37.1270256042,-0.0589869022369,0.0720614120364,5.60511016846,3.32121276855,-0.158154428005,-0.127230852842,0.000412283989135,0.77660548687
1495633873091583578,323,0,,-2.40901279449,-37.1758651733,-0.04929292202,0.0719392672181,5.61914253235,2.65538978577,-0.247192785144,0.0969397872686,-0.00122147006914,0.839126825333
1495633873187014847,324,0,,-2.15312170982,-37.3636474609,-0.060376714915,0.0719088315964,5.64512586594,3.16854262352,-0.186196163297,-0.1108379215,-0.000304354442051,0.896570265293
1495633873267207307,325,0,,-2.22994732857,-37.3794898987,-0.0551372095942,0.0719201266766,5.66857099533,3.30733442307,-0.0121940076351,0.0523950532079,0.00011295274453,0.958116412163
1495633873292179129,326,0,,-1.89953660965,-37.5684585571,-0.0128947133198,0.071952432394,5.69361066818,3.80627942085,-0.0185623820871,0.422424972057,0.000323049927829,0.999708294868
1495633873336076887,327,0,,-1.52058768272,-37.7704391479,0.000864649773575,0.0712944567204,5.71967506409,4.2941570282,-0.00695338565856,0.137593626976,-0.00657971855253,1.01495075226
1495633873390511186,328,0,,-1.65713500977,-37.7541694641,-0.00432792492211,0.0708706602454,5.74619054794,4.26679611206,-0.0583514645696,-0.0519257448614,-0.00423799874261,1.03174948692
1495633873486484564,329,0,,-1.74094414711,-37.7450370789,-0.0216436516494,0.070872053504,5.77191829681,4.29863548279,-0.100887686014,-0.173157274723,1.39981957545e-05,1.05877673626
1495633873588312385,330,0,,-1.87390947342,-37.7649765015,-0.0360932871699,0.071033090353,5.78614902496,4.22437047958,-0.261607050896,-0.14449635148,0.00161030807067,1.09775459766
1495633873686431635,331,0,,-1.97519922256,-37.7894363403,-0.0706314519048,0.0710102766752,5.79836416245,4.18642616272,-0.371423870325,-0.345381647348,-0.000228139397223,1.15140986443
1495633873788006636,332,0,,-1.54901754856,-37.9816513062,-0.103302150965,0.0711596310139,5.81784725189,4.66628789902,-0.288911551237,-0.326707005501,0.00149358832277,1.22958910465
1495633873889458850,333,0,,-1.71002268791,-37.9965209961,-0.0883566066623,0.0712691247463,5.83970165253,3.67231154442,0.0341299213469,0.149455487728,0.0010949060088,1.31166815758
1495633873990852542,334,0,,-1.31305146217,-38.1220436096,-0.00387032632716,0.0717946887016,5.85664987564,4.1634311676,0.00890484917909,0.844862759113,0.00525561906397,1.35089445114
1495633874091380830,335,0,,-1.64041829109,-38.0886077881,0.019657837227,0.070909999311,5.86902570724,3.30674958229,0.306286305189,0.235281631351,-0.00884682778269,1.34056842327
1495633874191459685,336,0,,-1.28270697594,-38.168258667,0.0640146359801,0.0578765124083,5.88650989532,3.65736961365,0.232010304928,0.443568021059,-0.130334913731,1.3171159029
1495633874266393096,337,0,,-1.80020618439,-38.1014633179,0.0590506866574,-0.0300418399274,5.89747095108,1.59634912014,0.090091176331,-0.0496395155787,-0.879183530807,1.18165898323
