0,0,1.57346,1,0,0,-0.0212781,8
0,0,1.57346,1,0,0,-0.0212781,8
0,0,1.57346,1,0,0,-0.0212781,8
0,0.00203784,1.58293,0.0421547,0.074867,0.00203784,-0.0212781,7.92478
0,0.177116,1.67696,0.43704,0.730928,0.177116,-0.0212781,7.23561
0,0.971822,1.84783,1.08662,1.50768,0.971822,-0.0212781,6.34896
0,2.38071,2.05807,1.43233,1.85672,2.38071,-0.0212781,5.92484
0,4.37764,2.67404,1.31882,2.19577,4.37764,-0.0212781,5.497
0,6.32515,-2.56983,1.0289,3.04594,6.32515,-0.0212781,4.3515
0,8.00449,-2.23073,0.889827,4.32908,8.00449,-0.0212781,2.3984
0,10.2029,-2.07835,1.17368,5.68991,10.2029,-0.0212781,-0.0663133
0,13.1866,-1.9788,1.84628,5.8379,13.1866,-0.0212781,-0.368073
0,15.4419,-1.87826,2.63272,3.90499,15.4419,-0.0212781,3.0772
0,15.765,-1.70779,-2.93965,1.2322,15.765,-0.0212781,6.67234
0,13.9136,-1.3837,-2.0053,-0.968554,13.9136,-0.0212781,8.90971
0,10.8276,-1.49787,-0.755008,-0.212538,10.8276,-0.0212781,8.20971
0,11.0882,-2.00382,0.775854,3.18348,11.0882,-0.0212781,4.15583
0,14.5801,-1.83906,2.51373,2.63425,14.5801,-0.0212781,4.91961
0,13.5726,-1.44853,-2.07419,-0.631525,13.5726,-0.0212781,8.60656
0,10.5248,-1.87676,-0.173806,1.17472,10.5248,-0.0212781,6.73857
0,13.5406,-1.90181,1.92198,3.22368,13.5406,-0.0212781,4.09806
0,13.9559,-1.52432,-2.35742,-0.285242,13.9559,-0.0212781,8.28015
0,10.6304,-1.84145,-0.245513,1.00501,10.6304,-0.0212781,6.93161
0,13.7143,-1.88253,2.03812,2.95428,13.7143,-0.0212781,4.48025
0,13.3218,-1.44998,-2.0362,-0.597546,13.3218,-0.0212781,8.5752
0,10.8457,-1.95207,0.303683,2.0468,10.8457,-0.0212781,5.68693
0,14.4863,-1.78487,2.71335,1.83387,14.4863,-0.0212781,5.9531
0,11.8794,-1.40749,-1.28584,-0.569942,11.8794,-0.0212781,8.54961
0,12.0571,-1.94916,1.14587,3.03659,12.0571,-0.0212781,4.3647
0,14.3934,-1.62971,-2.82269,0.378712,14.3934,-0.0212781,7.61232
0,10.8761,-1.7147,-0.497703,0.46482,10.8761,-0.0212781,7.52166
0,13.5522,-1.88128,1.94542,2.83761,13.5522,-0.0212781,4.64223
0,13.3918,-1.44735,-2.07989,-0.616718,13.3918,-0.0212781,8.59291
0,10.8983,-1.9287,0.257676,1.82355,10.8983,-0.0212781,5.96585
0,14.3916,-1.79273,2.60208,1.90196,14.3916,-0.0212781,5.86866
0,12.2856,-1.37109,-1.47596,-0.74495,12.2856,-0.0212781,8.71019
0,11.6681,-1.94815,0.88572,2.67558,11.6681,-0.0212781,4.86373
0,14.5656,-1.69121,3.13414,0.886379,14.5656,-0.0212781,7.06437
0,11.5095,-1.45073,-1.00024,-0.397895,11.5095,-0.0212781,8.38799
0,12.3987,-1.92741,1.29868,2.90101,12.3987,-0.0212781,4.55446
0,14.445,-1.62092,-2.85479,0.318354,14.445,-0.0212781,7.67531
0,11.1936,-1.55594,-0.732057,-0.0677383,11.1936,-0.0212781,8.06745
0,12.7616,-1.91219,1.48477,2.88868,12.7616,-0.0212781,4.57158
0,14.4332,-1.60423,-2.80006,0.200712,14.4332,-0.0212781,7.79677
0,11.2594,-1.53308,-0.755934,-0.139075,11.2594,-0.0212781,8.13787
0,12.6115,-1.91571,1.39108,2.84615,12.6115,-0.0212781,4.63044
0,14.5686,-1.63868,-2.95976,0.457284,14.5686,-0.0212781,7.52964
0,11.6346,-1.41518,-1.0123,-0.513526,11.6346,-0.0212781,8.49703
0,12.022,-1.92987,1.04887,2.6551,12.022,-0.0212781,4.89145
0,14.6536,-1.72502,2.90498,1.2167,14.6536,-0.0212781,6.69023
0,12.6506,-1.33645,-1.57781,-0.923752,12.6506,-0.0212781,8.87024
0,11.2013,-1.91018,0.411706,1.82973,11.2013,-0.0212781,5.95822
0,14.1574,-1.82453,2.26664,2.23902,14.1574,-0.0212781,5.44126
0,14.0309,-1.47656,-2.34408,-0.541841,14.0309,-0.0212781,8.52347
0,11.1731,-1.61129,-0.526407,0.111863,11.1731,-0.0212781,7.88736
0,12.4859,-1.9134,1.27694,2.71764,12.4859,-0.0212781,4.80661
0,14.7231,-1.72464,2.87844,1.226,14.7231,-0.0212781,6.6795
0,13.225,-1.35751,-1.83045,-0.957898,13.225,-0.0212781,8.90034
0,11.062,-1.80534,-0.0417345,0.951178,11.062,-0.0212781,6.99207
0,13.1943,-1.88587,1.63488,2.70841,13.1943,-0.0212781,4.81918
