%time,field.supply,field.xgyro,field.ygyro,field.zgyro,field.xaccl,field.yaccl,field.zaccl,field.xmagn,field.ymagn,field.zmagn,field.temp,field.adc
1491312459645264181,4.52891397476,-0.0500000007451,-0.300000011921,0.5,0.392407208681,-0.359706610441,-9.71207809448,-0.372999995947,-0.074500001967,0.363499999046,2.38000011444,0.805999994278
1491312459649599578,4.52891397476,-12.8000001907,0.0,0.0,0.0,0.0,0.0,-0.289999991655,-0.15000000596,0.15000000596,0.0,0.0
1491312459665413740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.289999991655,-0.15000000596,0.15000000596,0.0,0.0
1491312459668880801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.289999991655,-0.15000000596,0.15000000596,0.0,0.0
1491312459703379462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.289999991655,-0.15000000596,0.15000000596,0.0,0.0
1491312459703471932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.289999991655,-0.15000000596,0.15000000596,0.0,0.0
1491312459703517119,0.0,0.0,0.0,0.0,8.33865261078,0.0,0.0,-0.289999991655,-0.15000000596,0.15000000596,0.0,0.0
1491312459720128310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.289999991655,-0.15000000596,0.15000000596,0.0,0.0
1491312459721125643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.289999991655,-0.15000000596,0.15000000596,0.0,0.0
1491312459754340901,4.5240778923,-0.20000000298,-0.20000000298,0.550000011921,0.359706610441,-0.327006012201,-9.71207809448,-0.216000005603,-0.197999998927,-0.0680000036955,2.51999998093,0.805999994278
1491312459754395237,4.50473403931,0.10000000149,-0.550000011921,0.40000000596,0.359706610441,-0.327006012201,-9.71207809448,-0.216000005603,-0.198500007391,-0.0684999972582,2.51999998093,0.805999994278
1491312459758520832,4.50715208054,-0.10000000149,-0.550000011921,0.34999999404,0.359706610441,-0.392407208681,-9.71207809448,-0.216000005603,-0.198500007391,-0.0680000036955,2.38000011444,0.0
1491312459775780079,4.49264383316,0.34999999404,-0.699999988079,0.40000000596,0.359706610441,-0.359706610441,-9.71207809448,-0.216000005603,-0.198500007391,-0.0684999972582,2.38000011444,0.805999994278
1491312459781166379,4.49989795685,-0.34999999404,-0.34999999404,0.600000023842,0.359706610441,-0.392407208681,-9.71207809448,-0.327499985695,-0.129500001669,0.188999995589,2.38000011444,0.805999994278
1491312459797189715,4.48297214508,0.15000000596,-0.850000023842,0.5,0.392407208681,-0.327006012201,-9.67937755585,-0.370499998331,-0.100500002503,0.293000012636,2.51999998093,0.805999994278
1491312459801014154,4.49989795685,-0.40000000596,-0.449999988079,0.649999976158,0.327006012201,-0.359706610441,-9.67937755585,-0.370499998331,-0.101000003517,0.293000012636,2.38000011444,0.805999994278
1491312459817008716,4.49989795685,-0.40000000596,-0.449999988079,0.649999976158,0.327006012201,-0.359706610441,-9.67937755585,-0.370499998331,-0.101000003517,0.293000012636,2.38000011444,0.805999994278
1491312459835772066,4.49989795685,-0.40000000596,-0.449999988079,0.649999976158,0.327006012201,-0.359706610441,-9.67937755585,-0.370499998331,-0.101000003517,0.293000012636,2.38000011444,0.805999994278
1491312459835884371,4.47571802139,0.10000000149,-1.25,0.449999988079,0.392407208681,-0.327006012201,-9.71207809448,-0.370499998331,-0.10000000149,0.293000012636,2.24000000954,0.805999994278
1491312459851868456,4.49022579193,-0.20000000298,-0.550000011921,0.550000011921,0.327006012201,-0.359706610441,-9.74477863312,-0.370000004768,-0.100500002503,0.292499989271,2.38000011444,0.805999994278
1491312459851972310,4.47813606262,0.10000000149,-1.04999995232,0.5,0.359706610441,-0.359706610441,-9.71207809448,-0.279500007629,-0.170000001788,0.0860000029206,2.24000000954,0.0
