%time,field.header.seq,field.header.stamp,field.header.frame_id,field.x,field.y,field.phi,field.theta,field.psi,field.u,field.v,field.p,field.q,field.r
1491984208022189184,1,0,,0.0338423363864,0.000349803973222,0.0,0.0,0.0194039028138,0.0655361935496,0.0,0.0376441441476,0.0,0.0
1491984208086827153,2,0,,0.0372726470232,0.000423137360485,0.0,0.0,0.021374816075,0.0686218515038,0.0,0.0393999442458,0.0,0.0
1491984208119818080,3,0,,0.0408553555608,0.000507106364239,0.0,0.0,0.0234329923987,0.0716738700867,0.0,0.0411350242794,0.0,0.0
1491984208184112359,4,0,,0.0445887669921,0.000602618092671,0.0,0.0,0.025577403605,0.0746926292777,0.0,0.0428496301174,0.0,0.0
1491984208216337197,5,0,,0.0484711900353,0.000710604595952,0.0,0.0,0.0278070308268,0.0776784792542,0.0,0.0445440039039,0.0,0.0
1491984208281105350,6,0,,0.0525009483099,0.000832021178212,0.0,0.0,0.0301208682358,0.0806317850947,0.0,0.0462183840573,0.0,0.0
1491984208345555305,7,0,,0.0566763840616,0.000967845553532,0.0,0.0,0.0325179211795,0.0835528969765,0.0,0.0478730089962,0.0,0.0
1491984208377947972,8,0,,0.0609958469868,0.00111907639075,0.0,0.0,0.0349972099066,0.0864421725273,0.0,0.0495081059635,0.0,0.0
1491984208442676734,9,0,,0.0654576942325,0.00128673238214,0.0,0.0,0.0375577621162,0.0892999470234,0.0,0.0511239096522,0.0,0.0
1491984208474993762,10,0,,0.0700603052974,0.00147185055539,0.0,0.0,0.0401986204088,0.0921265780926,0.0,0.0527206510305,0.0,0.0
1491984208539528785,11,0,,0.0748020559549,0.00167548598256,0.0,0.0,0.0429188385606,0.094922401011,0.0,0.0542985461652,0.0,0.0
1491984208571928645,12,0,,0.0796813368797,0.00189871003386,0.0,0.0,0.0457174740732,0.0976877436042,0.0,0.055857822299,0.0,0.0
1491984208636216988,13,0,,0.0846965536475,0.00214260979556,0.0,0.0,0.0485936105251,0.100422948599,0.0,0.057398699224,0.0,0.0
1491984208668816245,14,0,,0.0898461267352,0.00240828632377,0.0,0.0,0.0515463240445,0.103128343821,0.0,0.0589213967323,0.0,0.0
